access_id,asset_id,path,task_id,access_class,authorization_status,allowed_operation,forbidden_operation,executor_role,required_reviewer_role,raw_content_persistence,output_redaction,external_access,patient_data_risk,clinical_content_risk,status,evidence_reference,notes
A65B-ACCESS-TASK-B01-PROMPT-013,PROMPT-013,docs/AI医生/知识内容提取/提取脚本/merge_hpo_chinese.py,TASK-B01,STRUCTURAL_PARSE_ALLOWED,AUTHORIZED,LOCAL_STRUCTURE_PARSE_AND_HASH_ONLY,PERSIST_RAW_CONTENT;IMPORT_EXECUTE_MODULE;EXTERNAL_ACCESS,architecture,architecture;evidence,no,COUNTS_HASHES_TYPES_ONLY,FORBIDDEN,NONE,STRUCTURE_ONLY,COMPLETED,A65B-B01-PROMPT-013,
A65B-ACCESS-TASK-B01-PROMPT-014,PROMPT-014,docs/AI医生/知识内容提取/提取脚本/parse_and_translate_icpc_xml.py,TASK-B01,STRUCTURAL_PARSE_ALLOWED,AUTHORIZED,LOCAL_STRUCTURE_PARSE_AND_HASH_ONLY,PERSIST_RAW_CONTENT;IMPORT_EXECUTE_MODULE;EXTERNAL_ACCESS,architecture,architecture;evidence,no,COUNTS_HASHES_TYPES_ONLY,FORBIDDEN,NONE,STRUCTURE_ONLY,COMPLETED,A65B-B01-PROMPT-014,
A65B-ACCESS-TASK-B01-PROMPT-015,PROMPT-015,docs/AI医生/知识内容提取/提取脚本/translate_icpc_chinese.py,TASK-B01,STRUCTURAL_PARSE_ALLOWED,AUTHORIZED,LOCAL_STRUCTURE_PARSE_AND_HASH_ONLY,PERSIST_RAW_CONTENT;IMPORT_EXECUTE_MODULE;EXTERNAL_ACCESS,architecture,architecture;evidence,no,COUNTS_HASHES_TYPES_ONLY,FORBIDDEN,NONE,STRUCTURE_ONLY,COMPLETED,A65B-B01-PROMPT-015,
A65B-ACCESS-TASK-B02-DATA-K001,DATA-K001,docs/AI医生/知识内容提取/源数据/hp-zh.babelon.tsv,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-DATA-K001,
A65B-ACCESS-TASK-B02-DATA-K002,DATA-K002,docs/AI医生/知识内容提取/源数据/hp-zh.synonyms.tsv,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-DATA-K002,
A65B-ACCESS-TASK-B02-DATA-K003,DATA-K003,docs/AI医生/知识内容提取/源数据/ICPC-2e-v7.0/ICPC-2e-v7.0.xml,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-DATA-K003,
A65B-ACCESS-TASK-B02-DATA-K004,DATA-K004,docs/AI医生/知识内容提取/源数据/UMLS数据集和关系类型详细说明.md,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-DATA-K004,
A65B-ACCESS-TASK-B02-DATA-K005,DATA-K005,docs/AI医生/知识内容提取/源数据/归档/icd10cm-table and index-2026/icd10cm-drug-2026.xml,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-DATA-K005,
A65B-ACCESS-TASK-B02-DATA-K006,DATA-K006,docs/AI医生/知识内容提取/源数据/归档/icd10cm-table and index-2026/icd10cm-eindex-2026.xml,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-DATA-K006,
A65B-ACCESS-TASK-B02-DATA-K007,DATA-K007,docs/AI医生/知识内容提取/源数据/归档/icd10cm-table and index-2026/icd10cm-index-2026.xml,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-DATA-K007,
A65B-ACCESS-TASK-B02-DATA-K008,DATA-K008,docs/AI医生/知识内容提取/源数据/归档/icd10cm-table and index-2026/icd10cm-neoplasm-2026.xml,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-DATA-K008,
A65B-ACCESS-TASK-B02-DATA-K009,DATA-K009,docs/AI医生/知识内容提取/源数据/归档/icd10cm-table and index-2026/icd10cm-tabular-2026.xml,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-DATA-K009,
A65B-ACCESS-TASK-B02-DATA-K010,DATA-K010,docs/AI医生/知识内容提取/提取结果/hpo/hpo_chinese_mapping.csv,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-DATA-K010,
A65B-ACCESS-TASK-B02-DATA-K011,DATA-K011,docs/AI医生/知识内容提取/提取结果/hpo/hpo_data.csv,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-DATA-K011,
A65B-ACCESS-TASK-B02-DATA-K012,DATA-K012,docs/AI医生/知识内容提取/提取结果/hpo/hpo_data.json,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-DATA-K012,
A65B-ACCESS-TASK-B02-DATA-K013,DATA-K013,docs/AI医生/知识内容提取/提取结果/hpo/hpo_data_with_chinese.csv,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-DATA-K013,
A65B-ACCESS-TASK-B02-DATA-K014,DATA-K014,docs/AI医生/知识内容提取/提取结果/hpo/hpo_data_示例_前1000条.csv,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-DATA-K014,
A65B-ACCESS-TASK-B02-DATA-K015,DATA-K015,docs/AI医生/知识内容提取/提取结果/hpo/hpo_translation_template.csv,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-DATA-K015,
A65B-ACCESS-TASK-B02-DATA-K016,DATA-K016,docs/AI医生/知识内容提取/提取结果/hpo/translation_cache.json,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-DATA-K016,
A65B-ACCESS-TASK-B02-DATA-K017,DATA-K017,docs/AI医生/知识内容提取/提取结果/icpc/icpc_xml_chinese.csv,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-DATA-K017,
A65B-ACCESS-TASK-B02-DATA-K018,DATA-K018,docs/AI医生/知识内容提取/提取结果/icpc/icpc_xml_chinese.json,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-DATA-K018,
A65B-ACCESS-TASK-B02-DATA-K019,DATA-K019,docs/AI医生/知识内容提取/提取结果/icpc/translation_cache.json,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-DATA-K019,
A65B-ACCESS-TASK-B02-DATA-K020,DATA-K020,docs/AI医生/知识内容提取/提取结果/归档/icd10/icd10cm_chinese_mapping.csv,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-DATA-K020,
A65B-ACCESS-TASK-B02-DATA-DR001,DATA-DR001,DRKnows-main/UMLS_refined_relations_DRKnows.csv,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-DATA-DR001,
A65B-ACCESS-TASK-B02-DATA-DR002,DATA-DR002,DRKnows-main/LICENSE,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-DATA-DR002,
A65B-ACCESS-TASK-B02-DATA-DR003,DATA-DR003,DRKnows-main/readme.md,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-DATA-DR003,
A65B-ACCESS-TASK-B02-DATA-DR004,DATA-DR004,DRKnows-main/extract_paths_training.py,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-DATA-DR004,
A65B-ACCESS-TASK-B02-DATA-DR005,DATA-DR005,DRKnows-main/trainer_stack_mpi.py,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-DATA-DR005,
A65B-ACCESS-TASK-B02-DATA-DR006,DATA-DR006,DRKnows-main/test_stack.py,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-DATA-DR006,
A65B-ACCESS-TASK-B02-CLIN-001,CLIN-001,clinical-parsing-service/data/vocabularies/symptom_normalization.csv,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-CLIN-001,
A65B-ACCESS-TASK-B02-CLIN-002,CLIN-002,clinical-parsing-service/data/vocabularies/disease_normalization.csv,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-CLIN-002,
A65B-ACCESS-TASK-B02-CLIN-003,CLIN-003,clinical-parsing-service/data/vocabularies/medication_normalization.csv,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-CLIN-003,
A65B-ACCESS-TASK-B02-CLIN-004,CLIN-004,clinical-parsing-service/data/vocabularies/allergy_normalization.csv,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-CLIN-004,
A65B-ACCESS-TASK-B02-CLIN-005,CLIN-005,clinical-parsing-service/data/vocabularies/examination_normalization.csv,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-CLIN-005,
A65B-ACCESS-TASK-B02-CLIN-006,CLIN-006,clinical-parsing-service/data/vocabularies/indicator_normalization.csv,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-CLIN-006,
A65B-ACCESS-TASK-B02-CLIN-007,CLIN-007,clinical-parsing-service/data/vocabularies/ambiguity_rules.json,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-CLIN-007,
A65B-ACCESS-TASK-B02-CLIN-008,CLIN-008,health-state-assessment-service/data/健康管理路径规则/健康管理路径规则.yaml,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-CLIN-008,
A65B-ACCESS-TASK-B02-CLIN-009,CLIN-009,health-state-assessment-service/data/入口判定规则/入口判定与工作态切换规则.yaml,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-CLIN-009,
A65B-ACCESS-TASK-B02-CLIN-010,CLIN-010,health-state-assessment-service/data/入口判定规则/入口角度统一转换规则.yaml,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-CLIN-010,
A65B-ACCESS-TASK-B02-CLIN-020,CLIN-020,health-state-assessment-service/app/rules/red_flag_rules.py,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-CLIN-020,
A65B-ACCESS-TASK-B02-CLIN-021,CLIN-021,health-state-assessment-service/app/rules/risk_screening_rules.py,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-CLIN-021,
A65B-ACCESS-TASK-B02-CLIN-022,CLIN-022,health-state-assessment-service/app/rules/severity_rules.py,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-CLIN-022,
A65B-ACCESS-TASK-B02-CLIN-023,CLIN-023,health-state-assessment-service/app/rules/work_mode_rules.py,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-CLIN-023,
A65B-ACCESS-TASK-B02-CLIN-024,CLIN-024,health-state-assessment-service/app/rules/wellness_plan_rules.py,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-CLIN-024,
A65B-ACCESS-TASK-B02-CLIN-025,CLIN-025,risk-assessment-service/app/services/triage_engine.py,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-CLIN-025,
A65B-ACCESS-TASK-B02-CLIN-026,CLIN-026,risk-assessment-service/app/services/upgrade_rule_engine.py,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-CLIN-026,
A65B-ACCESS-TASK-B02-CLIN-027,CLIN-027,dialog-service/app/identifiers/information_gap_identifier.py,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-CLIN-027,
A65B-ACCESS-TASK-B02-CLIN-028,CLIN-028,dialog-service/app/core/nlg.py,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-CLIN-028,
A65B-ACCESS-TASK-B02-CLIN-029,CLIN-029,diagnosis-engine-service/data/问题清单/结构化问题清单模板.yaml,TASK-B02,GOVERNANCE_METADATA_READ_ALLOWED,AUTHORIZED,READ_REPOSITORY_GOVERNANCE_METADATA_ONLY,LEGAL_APPROVAL_CLAIM;CLINICAL_APPROVAL_CLAIM;RUNTIME_ACCESS,architecture,legal;clinical;architecture,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,NONE,METADATA_ONLY,COMPLETED,A65B-B02-CLIN-029,
A65B-ACCESS-TASK-B02-PHI-001,PHI-001,diagnosis-service runtime DB entities CDP/DiagnosisRecord/etc,TASK-B02,NO_CONTENT_ACCESS,AUTHORIZED,READ_EXISTING_PATH_LEVEL_METADATA_ONLY,READ_RUNTIME_OR_PATIENT_CONTENT,security,security;privacy,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,PHI_CAPABLE_PATH,NONE,COMPLETED,A65B-B02-PHI-001,PHI path-level metadata only
A65B-ACCESS-TASK-B02-PHI-002,PHI-002,examination-service uploads/reports/{userId}/,TASK-B02,NO_CONTENT_ACCESS,AUTHORIZED,READ_EXISTING_PATH_LEVEL_METADATA_ONLY,READ_RUNTIME_OR_PATIENT_CONTENT,security,security;privacy,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,PHI_CAPABLE_PATH,NONE,COMPLETED,A65B-B02-PHI-002,PHI path-level metadata only
A65B-ACCESS-TASK-B02-PHI-003,PHI-003,dialog-service Redis key dialog:context:{cdp_id},TASK-B02,NO_CONTENT_ACCESS,AUTHORIZED,READ_EXISTING_PATH_LEVEL_METADATA_ONLY,READ_RUNTIME_OR_PATIENT_CONTENT,security,security;privacy,no,GOVERNANCE_METADATA_ONLY,FORBIDDEN,PHI_CAPABLE_PATH,NONE,COMPLETED,A65B-B02-PHI-003,PHI path-level metadata only
