discovery_id,asset_id,path,risk_level_before,risk_level_after,path_status_before,path_status_after,risk_basis_before,risk_basis_after,phi_path_class,existence_method,reference_method,reference_paths,result,inventory_change,quarantine_status,evidence_reference,notes
DISC-034,DOC-034,docs/AI医生/项目文档/5.主agent设计/主Agent核心算法设计.md,P1,P1,TRACKED_FILE,TRACKED_FILE,ARCHITECTURE_GOVERNANCE_BLOCKER,ARCHITECTURE_GOVERNANCE_BLOCKER,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,diagnosis-service/src/main/java/com/aidoctor/diagnosis/agent/ConflictResolution.java;diagnosis-service/src/main/java/com/aidoctor/diagnosis/agent/EvidenceFusion.java;diagnosis-service/src/main/java/com/aidoctor/diagnosis/agent/StopConditionEvaluator.java;docs/AI医生/项目文档/0.文档索引/全局文档索引.md;docs/AI医生/项目文档/0.文档索引/按角色索引.md;docs/AI医生/项目文档/1.系统概述/核心概念与术语.md;docs/AI医生/项目文档/5.主agent设计/主Agent业务逻辑设计.md;docs/AI医生/项目文档/5.主agent设计/主Agent技术实现.md;docs/AI医生/项目文档/5.主agent设计/主Agent运行循环设计.md;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/方案讨论过程文件/功能与技术设计/AI医生系统-技术架构设计-索引.md;docs/方案讨论过程文件/功能与技术设计/AI医生系统-技术架构设计-错误处理与异常场景设计.md;docs/方案讨论过程文件/项目前置设计/AI医生系统-业务逻辑详细设计.md,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-034,Path/metadata discovery only; no content inspection
DISC-035,DOC-035,docs/AI医生/项目文档/5.主agent设计/主Agent运行循环设计.md,P1,P1,TRACKED_FILE,TRACKED_FILE,ARCHITECTURE_GOVERNANCE_BLOCKER,ARCHITECTURE_GOVERNANCE_BLOCKER,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,diagnosis-service/src/main/java/com/aidoctor/diagnosis/agent/AgentLoop.java;diagnosis-service/src/main/java/com/aidoctor/diagnosis/agent/ClinicalAgentBrain.java;diagnosis-service/src/main/java/com/aidoctor/diagnosis/agent/EscalationHandler.java;diagnosis-service/src/main/java/com/aidoctor/diagnosis/agent/RefusalHandler.java;diagnosis-service/src/main/java/com/aidoctor/diagnosis/util/CDPFieldWriter.java;docs/AI医生/项目文档/0.文档索引/全局文档索引.md;docs/AI医生/项目文档/0.文档索引/按场景索引.md;docs/AI医生/项目文档/0.文档索引/按角色索引.md;docs/AI医生/项目文档/1.系统概述/核心概念与术语.md;docs/AI医生/项目文档/2.架构设计/主Agent架构设计.md;docs/AI医生/项目文档/3.业务功能设计/临床诊疗态流程设计.md;docs/AI医生/项目文档/5.主agent设计/主Agent业务逻辑设计.md;docs/AI医生/项目文档/5.主agent设计/主Agent技术实现.md;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-035,Path/metadata discovery only; no content inspection
DISC-036,DOC-036,docs/AI医生/项目文档/6.数据模型设计/AgentState数据结构设计.md,P1,P1,TRACKED_FILE,TRACKED_FILE,ARCHITECTURE_GOVERNANCE_BLOCKER,ARCHITECTURE_GOVERNANCE_BLOCKER,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,diagnosis-service/src/main/java/com/aidoctor/diagnosis/entity/AgentState.java;diagnosis-service/src/main/java/com/aidoctor/diagnosis/repository/AgentStateRepository.java;diagnosis-service/src/main/java/com/aidoctor/diagnosis/service/agent_state/AgentStateManager.java;diagnosis-service/src/main/resources/db/migration/V1__create_agent_state_and_audit_trail.sql;docs/AI医生/项目文档/0.文档索引/全局文档索引.md;docs/AI医生/项目文档/0.文档索引/按场景索引.md;docs/AI医生/项目文档/1.系统概述/核心概念与术语.md;docs/AI医生/项目文档/1.系统概述/系统定位与核心理念.md;docs/AI医生/项目文档/2.架构设计/主Agent架构设计.md;docs/AI医生/项目文档/5.主agent设计/主Agent技术实现.md;docs/AI医生/项目文档/6.数据模型设计/AuditTrail数据结构设计.md;docs/AI医生/项目文档/6.数据模型设计/CDP数据结构设计.md;docs/AI医生/项目文档/6.数据模型设计/实体类与DTO设计.md;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-036,Path/metadata discovery only; no content inspection
DISC-037,DOC-037,docs/AI医生/项目文档/6.数据模型设计/AuditTrail数据结构设计.md,P1,P1,TRACKED_FILE,TRACKED_FILE,ARCHITECTURE_GOVERNANCE_BLOCKER,ARCHITECTURE_GOVERNANCE_BLOCKER,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,diagnosis-service/src/main/java/com/aidoctor/diagnosis/entity/AuditTrail.java;diagnosis-service/src/main/java/com/aidoctor/diagnosis/repository/AuditTrailRepository.java;diagnosis-service/src/main/java/com/aidoctor/diagnosis/service/audit/AuditTrailManager.java;diagnosis-service/src/main/resources/db/migration/V1__create_agent_state_and_audit_trail.sql;docs/AI医生/项目文档/0.文档索引/全局文档索引.md;docs/AI医生/项目文档/1.系统概述/核心概念与术语.md;docs/AI医生/项目文档/1.系统概述/系统定位与核心理念.md;docs/AI医生/项目文档/2.架构设计/主Agent架构设计.md;docs/AI医生/项目文档/6.数据模型设计/AgentState数据结构设计.md;docs/AI医生/项目文档/6.数据模型设计/CDP数据结构设计.md;docs/AI医生/项目文档/6.数据模型设计/实体类与DTO设计.md;docs/AI医生/项目文档/7.接口规范/工具调用协议.md;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/方案讨论过程文件/功能与技术设计/AI医生系统-技术架构设计-CDP数据与状态管理.md,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-037,Path/metadata discovery only; no content inspection
DISC-038,DOC-038,docs/AI医生/项目文档/6.数据模型设计/CDP数据结构设计.md,P1,P1,TRACKED_FILE,TRACKED_FILE,ARCHITECTURE_GOVERNANCE_BLOCKER,ARCHITECTURE_GOVERNANCE_BLOCKER,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,docs/AI医生/项目文档/0.文档索引/全局文档索引.md;docs/AI医生/项目文档/0.文档索引/按场景索引.md;docs/AI医生/项目文档/1.系统概述/核心概念与术语.md;docs/AI医生/项目文档/1.系统概述/系统定位与核心理念.md;docs/AI医生/项目文档/2.架构设计/主Agent架构设计.md;docs/AI医生/项目文档/5.主agent设计/主Agent技术实现.md;docs/AI医生/项目文档/6.数据模型设计/AgentState数据结构设计.md;docs/AI医生/项目文档/6.数据模型设计/AuditTrail数据结构设计.md;docs/AI医生/项目文档/6.数据模型设计/实体类与DTO设计.md;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/方案讨论过程文件/功能与技术设计/AI医生系统-技术架构设计-CDP数据与状态管理.md;docs/方案讨论过程文件/功能与技术设计/AI医生系统-技术架构设计-索引.md,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-038,Path/metadata discovery only; no content inspection
DISC-039,DOC-039,docs/AI医生/项目文档/6.数据模型设计/实体类与DTO设计.md,P1,P1,TRACKED_FILE,TRACKED_FILE,ARCHITECTURE_GOVERNANCE_BLOCKER,ARCHITECTURE_GOVERNANCE_BLOCKER,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,docs/AI医生/项目文档/0.文档索引/全局文档索引.md;docs/AI医生/项目文档/0.文档索引/按场景索引.md;docs/AI医生/项目文档/0.文档索引/按角色索引.md;docs/AI医生/项目文档/3.业务功能设计/终点结论包设计.md;docs/AI医生/项目文档/6.数据模型设计/CDP数据结构设计.md;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-039,Path/metadata discovery only; no content inspection
DISC-040,DOC-040,docs/AI医生/项目文档/7.接口规范/REST API接口规范.md,P2,P2,TRACKED_FILE,TRACKED_FILE,NON_BLOCKING_LEGACY_DEBT,NON_BLOCKING_LEGACY_DEBT,,git_cat-file_-e+git_ls_files,none,,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-040,Path/metadata discovery only; no content inspection
DISC-041,DOC-041,docs/AI医生/项目文档/7.接口规范/工具调用协议.md,P2,P2,TRACKED_FILE,TRACKED_FILE,NON_BLOCKING_LEGACY_DEBT,NON_BLOCKING_LEGACY_DEBT,,git_cat-file_-e+git_ls_files,none,,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-041,Path/metadata discovery only; no content inspection
DISC-042,DOC-042,docs/AI医生/项目文档/7.接口规范/错误处理规范.md,P2,P2,TRACKED_FILE,TRACKED_FILE,NON_BLOCKING_LEGACY_DEBT,NON_BLOCKING_LEGACY_DEBT,,git_cat-file_-e+git_ls_files,none,,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-042,Path/metadata discovery only; no content inspection
DISC-043,DOC-043,docs/AI医生/项目文档/8.前端设计/入口设计规范.md,P2,P2,TRACKED_FILE,TRACKED_FILE,NON_BLOCKING_LEGACY_DEBT,NON_BLOCKING_LEGACY_DEBT,,git_cat-file_-e+git_ls_files,none,,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-043,Path/metadata discovery only; no content inspection
DISC-044,DOC-044,docs/AI医生/项目文档/8.前端设计/前端页面设计.md,P2,P2,TRACKED_FILE,TRACKED_FILE,NON_BLOCKING_LEGACY_DEBT,NON_BLOCKING_LEGACY_DEBT,,git_cat-file_-e+git_ls_files,none,,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-044,Path/metadata discovery only; no content inspection
DISC-045,DOC-045,docs/AI医生/项目文档/8.前端设计/用户交互流程设计.md,P2,P2,TRACKED_FILE,TRACKED_FILE,NON_BLOCKING_LEGACY_DEBT,NON_BLOCKING_LEGACY_DEBT,,git_cat-file_-e+git_ls_files,none,,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-045,Path/metadata discovery only; no content inspection
DISC-046,DOC-046,docs/AI医生/项目文档/9.知识演化设计/知识演化与知识维护-完整设计方案.md,P1,P1,TRACKED_FILE,TRACKED_FILE,ARCHITECTURE_GOVERNANCE_BLOCKER,ARCHITECTURE_GOVERNANCE_BLOCKER,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,docs/AI医生/项目文档/0.文档索引/全局文档索引.md;docs/AI医生/项目文档/10.实现与部署/环境配置指南.md;docs/AI医生/项目文档/11.错误处理与异常/错误处理规范.md;docs/AI医生/项目文档/9.知识演化设计/知识演化业务逻辑.md;docs/AI医生/项目文档/9.知识演化设计/知识演化技术实现.md;docs/AI医生/项目文档/9.知识演化设计/知识演化架构设计.md;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/方案讨论过程文件/功能与技术设计/AI医生系统-技术架构设计-核心技术组件.md;docs/方案讨论过程文件/功能与技术设计/AI医生系统-技术架构设计-核心架构.md;docs/方案讨论过程文件/功能与技术设计/AI医生系统-技术架构设计-索引.md;docs/方案讨论过程文件/功能与技术设计/AI医生系统-系统功能设计.md;docs/方案讨论过程文件/项目前置设计/AI医生系统-业务逻辑详细设计.md;docs/方案讨论过程文件/项目前置设计/AI医生系统-项目前置设计-索引.md,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-046,Path/metadata discovery only; no content inspection
DISC-047,DOC-047,docs/AI医生/项目文档/9.知识演化设计/知识演化业务逻辑.md,P1,P1,TRACKED_FILE,TRACKED_FILE,ARCHITECTURE_GOVERNANCE_BLOCKER,ARCHITECTURE_GOVERNANCE_BLOCKER,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,docs/AI医生/项目文档/0.文档索引/全局文档索引.md;docs/AI医生/项目文档/0.文档索引/按角色索引.md;docs/AI医生/项目文档/9.知识演化设计/知识演化技术实现.md;docs/AI医生/项目文档/9.知识演化设计/知识演化架构设计.md;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/方案讨论过程文件/项目前置设计/AI医生系统-业务逻辑详细设计.md;docs/方案讨论过程文件/项目前置设计/AI医生系统-项目前置设计-索引.md,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-047,Path/metadata discovery only; no content inspection
DISC-048,DOC-048,docs/AI医生/项目文档/9.知识演化设计/知识演化技术实现.md,P1,P1,TRACKED_FILE,TRACKED_FILE,ARCHITECTURE_GOVERNANCE_BLOCKER,ARCHITECTURE_GOVERNANCE_BLOCKER,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,docs/AI医生/项目文档/0.文档索引/全局文档索引.md;docs/AI医生/项目文档/9.知识演化设计/知识演化业务逻辑.md;docs/AI医生/项目文档/9.知识演化设计/知识演化架构设计.md;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-048,Path/metadata discovery only; no content inspection
DISC-049,DOC-049,docs/AI医生/项目文档/9.知识演化设计/知识演化架构设计.md,P1,P1,TRACKED_FILE,TRACKED_FILE,ARCHITECTURE_GOVERNANCE_BLOCKER,ARCHITECTURE_GOVERNANCE_BLOCKER,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,docs/AI医生/项目文档/0.文档索引/全局文档索引.md;docs/AI医生/项目文档/0.文档索引/按角色索引.md;docs/AI医生/项目文档/1.系统概述/整体架构概述.md;docs/AI医生/项目文档/1.系统概述/核心概念与术语.md;docs/AI医生/项目文档/9.知识演化设计/知识演化业务逻辑.md;docs/AI医生/项目文档/9.知识演化设计/知识演化技术实现.md;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-049,Path/metadata discovery only; no content inspection
DISC-050,CLIN-001,clinical-parsing-service/data/vocabularies/symptom_normalization.csv,P1,P1,TRACKED_FILE,TRACKED_FILE,CLINICAL_REVIEW_BLOCKER,CLINICAL_REVIEW_BLOCKER,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,clinical-parsing-service/README.md;clinical-parsing-service/docs/clinical-parsing-service - 已实现功能清单.md;docs/AI医生/知识内容提取/提取方案/归一化词表获取与构建方法.md;docs/AI医生/知识内容提取/知识库结构设计/使用分析/表格文件使用分析.md;docs/AI医生/知识内容提取/知识库结构设计/结构设计/设计/表格文件结构设计.md;docs/refactoring/evidence/phase-a/a2/python-clinical-asset-inventory.csv;docs/refactoring/evidence/phase-a/a4/data-verified-asset-manifest.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-050,Path/metadata discovery only; no content inspection
DISC-051,CLIN-002,clinical-parsing-service/data/vocabularies/disease_normalization.csv,P1,P1,TRACKED_FILE,TRACKED_FILE,CLINICAL_REVIEW_BLOCKER,CLINICAL_REVIEW_BLOCKER,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,clinical-parsing-service/README.md;clinical-parsing-service/docs/clinical-parsing-service - 已实现功能清单.md;docs/AI医生/知识内容提取/提取方案/归一化词表获取与构建方法.md;docs/AI医生/知识内容提取/知识库结构设计/使用分析/表格文件使用分析.md;docs/AI医生/知识内容提取/知识库结构设计/结构设计/设计/表格文件结构设计.md;docs/refactoring/evidence/phase-a/a2/python-clinical-asset-inventory.csv;docs/refactoring/evidence/phase-a/a4/data-verified-asset-manifest.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-051,Path/metadata discovery only; no content inspection
DISC-052,CLIN-003,clinical-parsing-service/data/vocabularies/medication_normalization.csv,P1,P1,TRACKED_FILE,TRACKED_FILE,CLINICAL_REVIEW_BLOCKER,CLINICAL_REVIEW_BLOCKER,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,clinical-parsing-service/README.md;clinical-parsing-service/docs/clinical-parsing-service - 已实现功能清单.md;docs/AI医生/知识内容提取/提取方案/归一化词表获取与构建方法.md;docs/AI医生/知识内容提取/知识库结构设计/使用分析/表格文件使用分析.md;docs/AI医生/知识内容提取/知识库结构设计/结构设计/设计/表格文件结构设计.md;docs/refactoring/evidence/phase-a/a2/python-clinical-asset-inventory.csv;docs/refactoring/evidence/phase-a/a4/data-verified-asset-manifest.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-052,Path/metadata discovery only; no content inspection
DISC-053,CLIN-004,clinical-parsing-service/data/vocabularies/allergy_normalization.csv,P1,P1,TRACKED_FILE,TRACKED_FILE,CLINICAL_REVIEW_BLOCKER,CLINICAL_REVIEW_BLOCKER,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,clinical-parsing-service/README.md;clinical-parsing-service/docs/clinical-parsing-service - 已实现功能清单.md;docs/AI医生/知识内容提取/提取方案/归一化词表获取与构建方法.md;docs/refactoring/evidence/phase-a/a2/python-clinical-asset-inventory.csv;docs/refactoring/evidence/phase-a/a4/data-verified-asset-manifest.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-053,Path/metadata discovery only; no content inspection
DISC-054,CLIN-005,clinical-parsing-service/data/vocabularies/examination_normalization.csv,P1,P1,TRACKED_FILE,TRACKED_FILE,CLINICAL_REVIEW_BLOCKER,CLINICAL_REVIEW_BLOCKER,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,clinical-parsing-service/README.md;clinical-parsing-service/docs/clinical-parsing-service - 已实现功能清单.md;docs/AI医生/知识内容提取/提取方案/归一化词表获取与构建方法.md;docs/AI医生/知识内容提取/知识库结构设计/使用分析/表格文件使用分析.md;docs/AI医生/知识内容提取/知识库结构设计/结构设计/设计/表格文件结构设计.md;docs/refactoring/evidence/phase-a/a2/python-clinical-asset-inventory.csv;docs/refactoring/evidence/phase-a/a4/data-verified-asset-manifest.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-054,Path/metadata discovery only; no content inspection
DISC-055,CLIN-006,clinical-parsing-service/data/vocabularies/indicator_normalization.csv,P1,P1,TRACKED_FILE,TRACKED_FILE,CLINICAL_REVIEW_BLOCKER,CLINICAL_REVIEW_BLOCKER,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,clinical-parsing-service/README.md;clinical-parsing-service/docs/clinical-parsing-service - 已实现功能清单.md;docs/AI医生/知识内容提取/提取方案/归一化词表获取与构建方法.md;docs/AI医生/知识内容提取/知识库结构设计/使用分析/表格文件使用分析.md;docs/AI医生/知识内容提取/知识库结构设计/结构设计/设计/表格文件结构设计.md;docs/refactoring/evidence/phase-a/a2/python-clinical-asset-inventory.csv;docs/refactoring/evidence/phase-a/a4/data-verified-asset-manifest.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-055,Path/metadata discovery only; no content inspection
DISC-056,CLIN-007,clinical-parsing-service/data/vocabularies/ambiguity_rules.json,P0,P0,TRACKED_FILE,TRACKED_FILE,CLINICAL_LOGIC_ACTIVE_PATH,CLINICAL_LOGIC_ACTIVE_PATH,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,clinical-parsing-service/README.md;clinical-parsing-service/app/services/ambiguity_detector.py;clinical-parsing-service/docs/clinical-parsing-service - 已实现功能清单.md;clinical-parsing-service/docs/clinical-parsing-service - 服务实现方案.md;docs/AI医生/知识内容提取/提取方案/归一化词表获取与构建方法.md;docs/refactoring/evidence/phase-a/a2/python-clinical-asset-inventory.csv;docs/refactoring/evidence/phase-a/a4/data-verified-asset-manifest.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-056,Path/metadata discovery only; no content inspection
DISC-057,CLIN-008,health-state-assessment-service/data/健康管理路径规则/健康管理路径规则.yaml,P0,P0,TRACKED_FILE,TRACKED_FILE,CLINICAL_LOGIC_ACTIVE_PATH,CLINICAL_LOGIC_ACTIVE_PATH,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,docs/AI医生/知识内容提取/提取方案/知识内容AI生成可行性分析.md;docs/AI医生/知识内容提取/知识库结构设计/AI医生系统-映射关系设计规范.md;docs/AI医生/知识内容提取/知识库结构设计/AI医生系统-知识内容需求最终版.md;docs/AI医生/知识内容提取/知识库结构设计/使用分析/配置文件使用分析.md;docs/AI医生/知识内容提取/知识库结构设计/内容组/AI诊断系统资料准备-梳理总结.md;docs/AI医生/知识内容提取/知识库结构设计/知识内容混合存储方案-简化版.md;docs/AI医生/知识内容提取/知识库结构设计/知识内容混合存储方案-详细设计.md;docs/AI医生/知识内容提取/知识库结构设计/结构设计/流程/知识图谱结构设计实际流程.md;docs/AI医生/知识内容提取/知识库结构设计/结构设计/设计/配置文件结构设计.md;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/方案讨论过程文件/AI医生系统-整体开发计划.md;docs/方案讨论过程文件/功能设计与知识内容需求匹配度分析.md,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-057,Path/metadata discovery only; no content inspection
DISC-058,CLIN-009,health-state-assessment-service/data/入口判定规则/入口判定与工作态切换规则.yaml,P0,P0,TRACKED_FILE,TRACKED_FILE,CLINICAL_LOGIC_ACTIVE_PATH,CLINICAL_LOGIC_ACTIVE_PATH,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,docs/AI医生/知识内容提取/提取方案/知识内容AI生成可行性分析.md;docs/AI医生/知识内容提取/知识库结构设计/AI医生系统-映射关系设计规范.md;docs/AI医生/知识内容提取/知识库结构设计/AI医生系统-知识内容需求最终版.md;docs/AI医生/知识内容提取/知识库结构设计/使用分析/配置文件使用分析.md;docs/AI医生/知识内容提取/知识库结构设计/内容组/AI诊断系统资料准备-梳理总结.md;docs/AI医生/知识内容提取/知识库结构设计/知识内容混合存储方案-简化版.md;docs/AI医生/知识内容提取/知识库结构设计/知识内容混合存储方案-详细设计.md;docs/AI医生/知识内容提取/知识库结构设计/结构设计/流程/知识图谱结构设计实际流程.md;docs/AI医生/知识内容提取/知识库结构设计/结构设计/设计/配置文件结构设计.md;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/方案讨论过程文件/AI医生系统-整体开发计划.md;docs/方案讨论过程文件/内容清单/后期需求形式确定/知识内容需求-对照表.md;docs/方案讨论过程文件/功能设计与知识内容需求匹配度分析.md;health-state-assessment-service/data/入口判定规则/入口角度统一转换规则.yaml,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-058,Path/metadata discovery only; no content inspection
DISC-059,CLIN-010,health-state-assessment-service/data/入口判定规则/入口角度统一转换规则.yaml,P0,P0,TRACKED_FILE,TRACKED_FILE,CLINICAL_LOGIC_ACTIVE_PATH,CLINICAL_LOGIC_ACTIVE_PATH,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,docs/AI医生/知识内容提取/提取方案/知识内容AI生成可行性分析.md;docs/AI医生/知识内容提取/知识库结构设计/AI医生系统-映射关系设计规范.md;docs/AI医生/知识内容提取/知识库结构设计/AI医生系统-知识内容需求最终版.md;docs/AI医生/知识内容提取/知识库结构设计/使用分析/配置文件使用分析.md;docs/AI医生/知识内容提取/知识库结构设计/知识内容混合存储方案-简化版.md;docs/AI医生/知识内容提取/知识库结构设计/知识内容混合存储方案-详细设计.md;docs/AI医生/知识内容提取/知识库结构设计/结构设计/流程/知识图谱结构设计实际流程.md;docs/AI医生/知识内容提取/知识库结构设计/结构设计/设计/配置文件结构设计.md;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/方案讨论过程文件/AI医生系统-整体开发计划.md;docs/方案讨论过程文件/内容清单/后期需求形式确定/知识内容需求-对照表.md,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-059,Path/metadata discovery only; no content inspection
DISC-060,CLIN-020,health-state-assessment-service/app/rules/red_flag_rules.py,P0,P0,TRACKED_FILE,TRACKED_FILE,CLINICAL_LOGIC_ACTIVE_PATH,CLINICAL_LOGIC_ACTIVE_PATH,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,docs/AI医生/项目文档/10.实现与部署/项目结构设计.md;docs/refactoring/evidence/phase-a/a2/python-clinical-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;health-state-assessment-service/README.md;health-state-assessment-service/app/detectors/red_flag_detector.py;health-state-assessment-service/app/services/entry_assessment/step4_red_flag_check.py;health-state-assessment-service/docs/health-state-assessment-service - 已实现功能清单.md,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-060,Path/metadata discovery only; no content inspection
DISC-061,CLIN-021,health-state-assessment-service/app/rules/risk_screening_rules.py,P0,P0,TRACKED_FILE,TRACKED_FILE,CLINICAL_LOGIC_ACTIVE_PATH,CLINICAL_LOGIC_ACTIVE_PATH,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,docs/AI医生/项目文档/10.实现与部署/项目结构设计.md;docs/refactoring/evidence/phase-a/a2/python-clinical-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;health-state-assessment-service/README.md;health-state-assessment-service/docs/health-state-assessment-service - 已实现功能清单.md,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-061,Path/metadata discovery only; no content inspection
DISC-062,CLIN-022,health-state-assessment-service/app/rules/severity_rules.py,P0,P0,TRACKED_FILE,TRACKED_FILE,CLINICAL_LOGIC_ACTIVE_PATH,CLINICAL_LOGIC_ACTIVE_PATH,,git_cat-file_-e+git_ls_files,git_grep_-l_filename_only,docs/AI医生/项目文档/10.实现与部署/项目结构设计.md;docs/refactoring/evidence/phase-a/a2/python-clinical-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;health-state-assessment-service/README.md;health-state-assessment-service/app/detectors/symptom_severity_detector.py;health-state-assessment-service/docs/health-state-assessment-service - 已实现功能清单.md;risk-assessment-service/app/services/risk_assessment_engine.py,VALIDATED_FOR_DISCOVERY,NONE,,a6-5-a-discovery-results.csv#DISC-062,Path/metadata discovery only; no content inspection
