quarantine_id,asset_id,path,path_status,risk_id,risk_basis,quarantine_reason,containment,allowed_actions,forbidden_actions,owner_role,reviewer_roles,blocking_decision,unblock_evidence,evidence_reference,status,notes
Q-032,DATA-K008,docs/AI医生/知识内容提取/源数据/归档/icd10cm-table and index-2026/icd10cm-neoplasm-2026.xml,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-032,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-033,DATA-K009,docs/AI医生/知识内容提取/源数据/归档/icd10cm-table and index-2026/icd10cm-tabular-2026.xml,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-033,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-034,DATA-K010,docs/AI医生/知识内容提取/提取结果/hpo/hpo_chinese_mapping.csv,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-034,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-035,DATA-K011,docs/AI医生/知识内容提取/提取结果/hpo/hpo_data.csv,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-035,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-036,DATA-K012,docs/AI医生/知识内容提取/提取结果/hpo/hpo_data.json,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-036,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-037,DATA-K013,docs/AI医生/知识内容提取/提取结果/hpo/hpo_data_with_chinese.csv,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-037,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-038,DATA-K014,docs/AI医生/知识内容提取/提取结果/hpo/hpo_data_示例_前1000条.csv,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-038,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-039,DATA-K015,docs/AI医生/知识内容提取/提取结果/hpo/hpo_translation_template.csv,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-039,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-040,DATA-K016,docs/AI医生/知识内容提取/提取结果/hpo/translation_cache.json,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-040,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-041,DATA-K017,docs/AI医生/知识内容提取/提取结果/icpc/icpc_xml_chinese.csv,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-041,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-042,DATA-K018,docs/AI医生/知识内容提取/提取结果/icpc/icpc_xml_chinese.json,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-042,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-043,DATA-K019,docs/AI医生/知识内容提取/提取结果/icpc/translation_cache.json,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-043,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-044,DATA-K020,docs/AI医生/知识内容提取/提取结果/归档/icd10/icd10cm_chinese_mapping.csv,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-044,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-045,DATA-K021,docs/AI医生/知识内容提取/提取结果/归档/icd10/icd10cm_chinese_mapping.json,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-045,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-046,DATA-K022,docs/AI医生/知识内容提取/提取结果/归档/icd10/icd10cm_disease_catalog.csv,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-046,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-047,DATA-K023,docs/AI医生/知识内容提取/提取结果/归档/icd10/icd10cm_disease_catalog.json,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-047,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-048,DATA-K024,docs/AI医生/知识内容提取/提取结果/归档/icd10/icd10cm_disease_catalog_summary.json,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-048,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-049,DATA-K025,docs/AI医生/知识内容提取/提取结果/归档/icd10/icd10cm_disease_catalog_tree.json,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-049,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-050,DATA-K026,docs/AI医生/知识内容提取/提取结果/归档/icd10/icd10cm_disease_catalog_zh_en.csv,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-050,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-051,DATA-K027,docs/AI医生/知识内容提取/提取结果/贝茨/outline.json,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-051,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-052,DATA-K028,docs/AI医生/知识内容提取/提取结果/贝茨/outline_health_history_only.json,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-052,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-053,DATA-K029,docs/AI医生/知识内容提取/提取结果/贝茨/outline_with_end.json,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-053,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-054,DATA-K030,docs/AI医生/知识内容提取/提取结果/贝茨/《贝茨体格检查和病史采集指南》目录结构表（中英对照 + 页码）.md,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-054,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-055,DATA-K031,docs/AI医生/知识内容提取/提取结果/贝茨/《贝茨体格检查和病史采集指南》目录结构表（中英对照）.md,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-055,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-056,DATA-KG001,knowledge-management-service/app/services/schema_service.py,TRACKED_FILE,RISK-003,RUNTIME_COUPLING_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-056,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-057,DATA-KG002,knowledge-management-service/app/utils/neo4j_client.py,TRACKED_FILE,RISK-003,RUNTIME_COUPLING_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-057,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-058,DATA-KG003,knowledge-management-service/app/services/kg_import_service.py,TRACKED_FILE,RISK-003,RUNTIME_COUPLING_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-058,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-059,DATA-KG004,diagnosis-engine-service/app/kg-reasoning-engine/path_retriever.py,TRACKED_FILE,RISK-003,RUNTIME_COUPLING_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-059,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-060,DATA-KG005,diagnosis-engine-service/app/kg-reasoning-engine/path_injector.py,TRACKED_FILE,RISK-003,RUNTIME_COUPLING_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-060,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-061,DATA-KG006,diagnosis-engine-service/app/kg-reasoning-engine/kg_reasoning_engine.py,TRACKED_FILE,RISK-003,RUNTIME_COUPLING_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-061,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-062,DATA-S001,docs/AI医生/知识内容提取/提取脚本/ai_translation_config.json,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-062,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
Q-063,DATA-S002,docs/AI医生/知识内容提取/提取脚本/book_extraction/book_registry.json,TRACKED_FILE,RISK-003,LICENSE_PROVENANCE_BLOCKER,MEDICAL_SOURCE_LICENSE_OR_PROVENANCE_UNCONFIRMED,path_level_metadata_only;no_file_move;no_content_read;no_live_store_access,metadata_inventory;path_reference_check;governance_review_request,content_read;approve;knowledge_release;runtime_enable;migrate;delete;live_store_access,UNASSIGNED,legal;knowledge-license-reviewer,fail_closed_until_review,license_classification;source_provenance_record;publisher_or_version_record;permitted_use_decision;withdrawal_policy,a6-5-a-quarantine-register.csv#Q-063,QUARANTINED_AT_PATH_LEVEL,assigned_owner=UNASSIGNED; required_owner_role=legal owner role; validation_method_hint=LICENSE_REVIEW; UNASSIGNED means no accountable human owner is assigned. Required reviewer/owner roles are recorded in reviewer_roles / required_owner_role note.
