gap_id,execution_id,task_id,source_asset_id,source_path,source_field_path,candidate_contract,gap_type,compatibility_impact,runtime_impact,patient_safety_impact,phi_risk,proposed_resolution_class,required_owner_role,required_evidence,status,notes
A65C-C01-GAP-WF-015-A5615A80D423,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,constraints.riskLevelLimit,NONE,NO_TARGET_FIELD,DOCUMENTED_ONLY,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,INSUFFICIENT_EVIDENCE,platform-contracts,independent_C01_review,OPEN,No direct target for legacy constraint leaf; deadline/locale/authorization_scope differ. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION. | REVIEW_REMEDIATION F-A65C-C01-R05.
A65C-C01-GAP-WF-015-97735484335D,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,callParams,NONE,NO_TARGET_FIELD,CONTRACT_EXTENSION_CANDIDATE,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,phi_capable_structure_review_required,phi_capable_payload_structure,CONTRACT_EXTENSION_CANDIDATE,platform-contracts,independent_C01_review,OPEN,contracts ToolContext forbids arbitrary input dictionary; input_refs are typed refs only. C-OD-003 open. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION. | REVIEW_REMEDIATION F-A65C-C01-R04: major-version overclaim downgraded.
A65C-C01-GAP-WF-015-2D6B5E17F96D,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,TARGET_ONLY:/contract_version,ToolContext,NO_TARGET_FIELD,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Required const 1.0.0; no legacy field. C-OD-003 open. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-015-8265AC382393,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,TARGET_ONLY:/envelope,ToolContext,NO_TARGET_FIELD,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Required ContractEnvelope wrapper; legacy ToolContext has no envelope. C-OD-003 open. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-015-61013CED3346,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,TARGET_ONLY:/actor,ToolContext,NO_TARGET_FIELD,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Required actor object; absent in legacy. C-OD-003 open. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-015-927E4332513B,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,TARGET_ONLY:/identifiers,ToolContext,NO_TARGET_FIELD,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Required IdentifierSet; must be assembled from CDPReference/session etc. C-OD-003 open. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-015-703D2BB7A16E,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,TARGET_ONLY:/capability,ToolContext,NO_TARGET_FIELD,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Required capability object; absent in legacy. C-OD-003 open. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-015-51CF9BCD0086,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,TARGET_ONLY:/authorization_scope,ToolContext,NO_TARGET_FIELD,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Required; StatePatch validation != field authorization. C-OD-003 open. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-015-F9BEBF8615AF,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,TARGET_ONLY:/deadline,ToolContext,NO_TARGET_FIELD,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Required RFC3339; not constraints.maxTimeSeconds. C-OD-003 open. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-015-83F03CC87625,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,TARGET_ONLY:/locale,ToolContext,NO_TARGET_FIELD,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Required; absent in legacy. C-OD-003 open. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-015-33AD187FEAB1,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,TARGET_ONLY:/requested_operation,ToolContext,NO_TARGET_FIELD,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Required; absent in legacy. C-OD-003 open. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-015-805E96C944B7,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,TARGET_ONLY:/input_refs,ToolContext,NO_TARGET_FIELD,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Required typed refs; not callParams map. C-OD-003 open. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-016-1F979602D36F,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,traceId,ContractEnvelope,TYPE_MISMATCH,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Correlation id candidate for envelope.trace_id; class-name match != EXACT ToolResult. C-OD-003 open. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-016-704E521D96D8,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,toolId,ToolResult,TYPE_MISMATCH,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,toolId->tool_name rename; pattern ^[a-z][a-z0-9-]*$ may require normalization. Not EXACT because transform needed. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-016-6E3A7D335F94,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,status,ToolResult,ENUM_MISMATCH,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,ENUM_MISMATCH vs SUCCEEDED|NO_RESULT|RETRYABLE_FAILURE|NON_RETRYABLE_FAILURE|TIMED_OUT|POLICY_BLOCKED. C-OD-003 open. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-016-FF89A1A1207E,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,payload,ToolResult,TYPE_MISMATCH,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,phi_capable_structure_review_required,phi_capable_payload_structure,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Map payload vs namedValue array output; not EXACT. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-016-F86AE28A744A,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,evidence,ToolResult,IDENTIFIER_SEMANTICS_MISMATCH,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,List<Evidence> objects vs opaque identifier refs; EvidencePack support-only not auto-mapped. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-016-E1F680EDF4C2,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,evidence.source,NONE,NO_TARGET_FIELD,DOCUMENTED_ONLY,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=no,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Evidence object leaves have no direct ToolResult.evidence_refs leaf fields. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-016-BB030AE9DEED,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,evidence.reference,NONE,NO_TARGET_FIELD,DOCUMENTED_ONLY,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=no,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Evidence object leaves have no direct ToolResult.evidence_refs leaf fields. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-016-74AF66935E74,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,evidence.strength,NONE,NO_TARGET_FIELD,DOCUMENTED_ONLY,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=no,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Evidence object leaves have no direct ToolResult.evidence_refs leaf fields. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-016-A5C9DAE7C9AB,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,quality,NONE,NO_TARGET_FIELD,DOCUMENTED_ONLY,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,INSUFFICIENT_EVIDENCE,platform-contracts,independent_C01_review,OPEN,No quality object on contracts ToolResult. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION. | REVIEW_REMEDIATION F-A65C-C01-R05.
A65C-C01-GAP-WF-016-E5078E388972,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,quality.confidence,NONE,NO_TARGET_FIELD,DOCUMENTED_ONLY,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,INSUFFICIENT_EVIDENCE,platform-contracts,independent_C01_review,OPEN,Quality leaf SOURCE_ONLY. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION. | REVIEW_REMEDIATION F-A65C-C01-R05.
A65C-C01-GAP-WF-016-B9DC78740A93,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,quality.completeness,NONE,NO_TARGET_FIELD,DOCUMENTED_ONLY,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,INSUFFICIENT_EVIDENCE,platform-contracts,independent_C01_review,OPEN,Quality leaf SOURCE_ONLY. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION. | REVIEW_REMEDIATION F-A65C-C01-R05.
A65C-C01-GAP-WF-016-A5750B6D5EBB,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,quality.accuracy,NONE,NO_TARGET_FIELD,DOCUMENTED_ONLY,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,INSUFFICIENT_EVIDENCE,platform-contracts,independent_C01_review,OPEN,Quality leaf SOURCE_ONLY. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION. | REVIEW_REMEDIATION F-A65C-C01-R05.
A65C-C01-GAP-WF-016-9C4FDB0DF154,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,suggestedWrites,ToolResult,TYPE_MISMATCH,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,phi_capable_structure_review_required,phi_capable_payload_structure,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,SuggestedWrite list vs StatePatch array; proposals != committed state. C-OD-003 open. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-016-0AFC6B79CABE,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,suggestedWrites.fieldPath,StatePatch,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,phi_capable_structure_review_required,phi_capable_payload_structure,INSUFFICIENT_EVIDENCE,architecture,independent_C01_review,OPEN,Leaf fields may feed StatePatch.operations but op/path/source/sensitivity required structure not present in legacy leaves. Not field authorization. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-016-7FCFEC7B2799,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,suggestedWrites.value,StatePatch,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,phi_capable_structure_review_required,phi_capable_payload_structure,INSUFFICIENT_EVIDENCE,architecture,independent_C01_review,OPEN,Leaf fields may feed StatePatch.operations but op/path/source/sensitivity required structure not present in legacy leaves. Not field authorization. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-016-E0C9F0F3E697,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,suggestedWrites.reason,StatePatch,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,phi_capable_structure_review_required,phi_capable_payload_structure,INSUFFICIENT_EVIDENCE,architecture,independent_C01_review,OPEN,Leaf fields may feed StatePatch.operations but op/path/source/sensitivity required structure not present in legacy leaves. Not field authorization. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-016-FC7AEAA06C0D,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,errors,ToolResult,TYPE_MISMATCH,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,ErrorInfo shape != contracts error (code/category/message/retryable). | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-016-16B18A715577,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,errors.errorType,NONE,NO_TARGET_FIELD,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Legacy error leaf names/types differ from contracts error schema. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-016-166CF0EDB81E,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,errors.errorMessage,NONE,NO_TARGET_FIELD,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Legacy error leaf names/types differ from contracts error schema. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-016-19659A72695E,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,errors.errorDetails,NONE,NO_TARGET_FIELD,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Legacy error leaf names/types differ from contracts error schema. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-016-7FB0677DF0A2,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,durationMs,NONE,NO_TARGET_FIELD,DOCUMENTED_ONLY,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,INSUFFICIENT_EVIDENCE,platform-contracts,independent_C01_review,OPEN,Contracts use started_at/completed_at timestamps instead of durationMs. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION. | REVIEW_REMEDIATION F-A65C-C01-R05.
A65C-C01-GAP-WF-016-633ACF94836D,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,metadata,NONE,NO_TARGET_FIELD,CONTRACT_EXTENSION_CANDIDATE,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,phi_capable_structure_review_required,phi_capable_payload_structure,CONTRACT_EXTENSION_CANDIDATE,platform-contracts,independent_C01_review,OPEN,Arbitrary metadata map not present on contracts ToolResult (additionalProperties=false). | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION. | REVIEW_REMEDIATION F-A65C-C01-R04: major-version overclaim downgraded.
A65C-C01-GAP-WF-016-CCC4501C5A9B,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,TARGET_ONLY:/contract_version,ToolResult,NO_TARGET_FIELD,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Required const; absent in legacy. C-OD-003 open. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-016-8CC403FCE9AC,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,TARGET_ONLY:/envelope,ToolResult,NO_TARGET_FIELD,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Required envelope; absent in legacy. C-OD-003 open. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-016-2913EC002B76,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,TARGET_ONLY:/tool_version,ToolResult,NO_TARGET_FIELD,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Required semver; absent in legacy. C-OD-003 open. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-016-B28D7F5800AA,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,TARGET_ONLY:/invocation_id,ToolResult,NO_TARGET_FIELD,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Required; absent in legacy. C-OD-003 open. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-016-6AAF659A7BAC,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,TARGET_ONLY:/reason_code,ToolResult,NO_TARGET_FIELD,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Required; absent in legacy. C-OD-003 open. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-016-3F80F17CE4CE,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,TARGET_ONLY:/retryable,ToolResult,NO_TARGET_FIELD,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,"Required boolean; derived only in legacy helpers, not a field. C-OD-003 open. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION."
A65C-C01-GAP-WF-016-066329703924,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,TARGET_ONLY:/started_at,ToolResult,NO_TARGET_FIELD,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Required RFC3339; absent in legacy. C-OD-003 open. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-016-74FCDBF86999,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,TARGET_ONLY:/completed_at,ToolResult,NO_TARGET_FIELD,ADAPTER_REQUIRED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=yes,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,Required RFC3339; absent in legacy. C-OD-003 open. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-CTR-001-450D8AB6FDCA,A65C-C01-20260807-FD246A2,TASK-C01,CTR-001,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto,unauthorized_dto_expansion,NONE,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=no,none_direct_static_mapping,low,INSUFFICIENT_EVIDENCE,architecture,independent_C01_review,OPEN,C-OD-004: DTO tree contains classes outside WF-015/WF-016; full field extraction not authorized. INSUFFICIENT_EVIDENCE not silent skip. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-CTR-009-FCB7C91CDC13,A65C-C01-20260807-FD246A2,TASK-C01,CTR-009,docs/refactoring/evidence/phase-a/a2/python-cdp-access-inventory.csv,prior_vs_java_cdp_domains,NONE,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=no,none_direct_static_mapping,low,INSUFFICIENT_EVIDENCE,architecture,independent_C01_review,OPEN,"CONSISTENT_STATIC_EVIDENCE for overlapping domains ['ddx', 'evidence_graph', 'health_state_assessment', 'management_plan', 'patient_state', 'triage', 'wellness_plan', 'workup_plan']; however CTR-009 also references write domains ['evidence_chain', 'reasoning_paths', 'conclusion_package'] not declared as CDP.java fields. C-OD-005 open. CTR-009 is PRIOR_EVIDENCE not AUTHORITATIVE_RUNTIME_SOURCE. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION."
A65C-C01-GAP-BOUND-001-D903AB44E372,A65C-C01-20260807-FD246A2,TASK-C01,BOUND-001,contracts/v1,manifest_boundary,IdentifierSet,NO_TARGET_FIELD,DOCUMENTED_ONLY,runtime_wiring_authorized=no;runtime_wiring_created=no;evidence_only=no,none_direct_static_mapping,low,ADAPTER_REQUIRED,architecture,independent_C01_review,OPEN,BOUND-001 READ_ONLY destination; contract_version 1.0.0 EXACT. contracts/v1 modified=no. contract_mutation_authorized=no. | proposed_resolution is candidate only; not AUTHORIZED_RESOLUTION.
A65C-C01-GAP-WF-004-482ABDB54456,A65C-C01-20260807-FD246A2,TASK-C01,WF-004,diagnosis-service/src/main/java/com/aidoctor/diagnosis/entity/CDP.java,version,StatePatch,VERSIONING_MISMATCH,DOCUMENTED_ONLY,runtime_wiring_authorized=no;runtime_wiring_created=no,none_direct_static_mapping,low,INSUFFICIENT_EVIDENCE,architecture,independent_C01_review,OPEN,Documented semantic distinction: legacy version field != Shared Contract schema version 1.0.0. Structural integer mapping may still be COMPATIBLE_AS_IS.
A65C-C01-GAP-WF-005-B00F17779A72,A65C-C01-20260807-FD246A2,TASK-C01,WF-005,diagnosis-service/src/main/java/com/aidoctor/diagnosis/entity/CDPVersion.java,versionNumber,StatePatch,VERSIONING_MISMATCH,DOCUMENTED_ONLY,runtime_wiring_authorized=no;runtime_wiring_created=no,none_direct_static_mapping,low,INSUFFICIENT_EVIDENCE,architecture,independent_C01_review,OPEN,Documented semantic distinction: legacy version field != Shared Contract schema version 1.0.0. Structural integer mapping may still be COMPATIBLE_AS_IS.
