governance_id,execution_id,asset_id,path,task_id,assigned_owner,required_owner_role,license_status,license_evidence,provenance_status,provenance_evidence,privacy_status,clinical_status,permitted_use,forbidden_use,blocking_decision,unblock_evidence,reviewer_roles,human_decision_status,status,notes
A65B-B02-DATA-DR005,A65B-CORE-20260806-28947DF,DATA-DR005,DRKnows-main/trainer_stack_mpi.py,TASK-B02,UNASSIGNED,legal owner role,LICENSE_REVIEW_REQUIRED,observed_identifier=UNCLASSIFIED;observed_source_path=DRKnows-main/LICENSE;observed_scope=VENDOR_SUBTREE;asset_license_applicability=UNVERIFIED,DERIVED_SOURCE_CHAIN_INCOMPLETE,medical_source_chain_incomplete_in_inventory,AUTHORIZED_METADATA_ONLY,NOT_CLINICALLY_VALIDATED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,fail_closed_until_review,license_classification;training_data_provenance;product_use_or_archive_decision;no_runtime_use_attestation,legal;evidence,NOT_COMPLETED,NEEDS_LEGAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-DATA-DR006,A65B-CORE-20260806-28947DF,DATA-DR006,DRKnows-main/test_stack.py,TASK-B02,UNASSIGNED,legal owner role,LICENSE_REVIEW_REQUIRED,observed_identifier=UNCLASSIFIED;observed_source_path=DRKnows-main/LICENSE;observed_scope=VENDOR_SUBTREE;asset_license_applicability=UNVERIFIED,DERIVED_SOURCE_CHAIN_INCOMPLETE,medical_source_chain_incomplete_in_inventory,AUTHORIZED_METADATA_ONLY,NOT_CLINICALLY_VALIDATED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,fail_closed_until_review,license_classification;training_data_provenance;product_use_or_archive_decision;no_runtime_use_attestation,legal;evidence,NOT_COMPLETED,NEEDS_LEGAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-CLIN-001,A65B-CORE-20260806-28947DF,CLIN-001,clinical-parsing-service/data/vocabularies/symptom_normalization.csv,TASK-B02,UNASSIGNED,clinical owner role,LICENSE_IDENTIFIED_NOT_REVIEWED,observed_identifier=MIT;observed_source_path=LICENSE;observed_scope=REPOSITORY_ROOT;asset_license_applicability=UNVERIFIED,PROVENANCE_UNKNOWN,inventory_provenance_unknown,AUTHORIZED_METADATA_ONLY,CLINICAL_REVIEW_REQUIRED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,FAIL_CLOSED_PENDING_REVIEW,human_governance_decision_required,clinical;architecture,NOT_COMPLETED,NEEDS_CLINICAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-CLIN-002,A65B-CORE-20260806-28947DF,CLIN-002,clinical-parsing-service/data/vocabularies/disease_normalization.csv,TASK-B02,UNASSIGNED,clinical owner role,LICENSE_IDENTIFIED_NOT_REVIEWED,observed_identifier=MIT;observed_source_path=LICENSE;observed_scope=REPOSITORY_ROOT;asset_license_applicability=UNVERIFIED,PROVENANCE_UNKNOWN,inventory_provenance_unknown,AUTHORIZED_METADATA_ONLY,CLINICAL_REVIEW_REQUIRED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,FAIL_CLOSED_PENDING_REVIEW,human_governance_decision_required,clinical;architecture,NOT_COMPLETED,NEEDS_CLINICAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-CLIN-003,A65B-CORE-20260806-28947DF,CLIN-003,clinical-parsing-service/data/vocabularies/medication_normalization.csv,TASK-B02,UNASSIGNED,clinical owner role,LICENSE_IDENTIFIED_NOT_REVIEWED,observed_identifier=MIT;observed_source_path=LICENSE;observed_scope=REPOSITORY_ROOT;asset_license_applicability=UNVERIFIED,PROVENANCE_UNKNOWN,inventory_provenance_unknown,AUTHORIZED_METADATA_ONLY,CLINICAL_REVIEW_REQUIRED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,FAIL_CLOSED_PENDING_REVIEW,human_governance_decision_required,clinical;architecture,NOT_COMPLETED,NEEDS_CLINICAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-CLIN-004,A65B-CORE-20260806-28947DF,CLIN-004,clinical-parsing-service/data/vocabularies/allergy_normalization.csv,TASK-B02,UNASSIGNED,clinical owner role,LICENSE_IDENTIFIED_NOT_REVIEWED,observed_identifier=MIT;observed_source_path=LICENSE;observed_scope=REPOSITORY_ROOT;asset_license_applicability=UNVERIFIED,PROVENANCE_UNKNOWN,inventory_provenance_unknown,AUTHORIZED_METADATA_ONLY,CLINICAL_REVIEW_REQUIRED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,FAIL_CLOSED_PENDING_REVIEW,human_governance_decision_required,clinical;architecture,NOT_COMPLETED,NEEDS_CLINICAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-CLIN-005,A65B-CORE-20260806-28947DF,CLIN-005,clinical-parsing-service/data/vocabularies/examination_normalization.csv,TASK-B02,UNASSIGNED,clinical owner role,LICENSE_IDENTIFIED_NOT_REVIEWED,observed_identifier=MIT;observed_source_path=LICENSE;observed_scope=REPOSITORY_ROOT;asset_license_applicability=UNVERIFIED,PROVENANCE_UNKNOWN,inventory_provenance_unknown,AUTHORIZED_METADATA_ONLY,CLINICAL_REVIEW_REQUIRED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,FAIL_CLOSED_PENDING_REVIEW,human_governance_decision_required,clinical;architecture,NOT_COMPLETED,NEEDS_CLINICAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-CLIN-006,A65B-CORE-20260806-28947DF,CLIN-006,clinical-parsing-service/data/vocabularies/indicator_normalization.csv,TASK-B02,UNASSIGNED,clinical owner role,LICENSE_IDENTIFIED_NOT_REVIEWED,observed_identifier=MIT;observed_source_path=LICENSE;observed_scope=REPOSITORY_ROOT;asset_license_applicability=UNVERIFIED,PROVENANCE_UNKNOWN,inventory_provenance_unknown,AUTHORIZED_METADATA_ONLY,CLINICAL_REVIEW_REQUIRED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,FAIL_CLOSED_PENDING_REVIEW,human_governance_decision_required,clinical;architecture,NOT_COMPLETED,NEEDS_CLINICAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-CLIN-007,A65B-CORE-20260806-28947DF,CLIN-007,clinical-parsing-service/data/vocabularies/ambiguity_rules.json,TASK-B02,UNASSIGNED,clinical owner role,LICENSE_REVIEW_REQUIRED,observed_identifier=MIT;observed_source_path=LICENSE;observed_scope=REPOSITORY_ROOT;asset_license_applicability=UNVERIFIED,PROVENANCE_UNKNOWN,inventory_provenance_unknown,AUTHORIZED_METADATA_ONLY,CLINICAL_REVIEW_REQUIRED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,FAIL_CLOSED_PENDING_REVIEW,human_governance_decision_required,legal;evidence,NOT_COMPLETED,NEEDS_LEGAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-CLIN-008,A65B-CORE-20260806-28947DF,CLIN-008,health-state-assessment-service/data/健康管理路径规则/健康管理路径规则.yaml,TASK-B02,UNASSIGNED,clinical owner role,LICENSE_REVIEW_REQUIRED,observed_identifier=MIT;observed_source_path=LICENSE;observed_scope=REPOSITORY_ROOT;asset_license_applicability=UNVERIFIED,PROVENANCE_UNKNOWN,inventory_provenance_unknown,AUTHORIZED_METADATA_ONLY,CLINICAL_REVIEW_REQUIRED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,FAIL_CLOSED_PENDING_REVIEW,human_governance_decision_required,legal;evidence,NOT_COMPLETED,NEEDS_LEGAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-CLIN-009,A65B-CORE-20260806-28947DF,CLIN-009,health-state-assessment-service/data/入口判定规则/入口判定与工作态切换规则.yaml,TASK-B02,UNASSIGNED,clinical owner role,LICENSE_REVIEW_REQUIRED,observed_identifier=MIT;observed_source_path=LICENSE;observed_scope=REPOSITORY_ROOT;asset_license_applicability=UNVERIFIED,PROVENANCE_UNKNOWN,inventory_provenance_unknown,AUTHORIZED_METADATA_ONLY,CLINICAL_REVIEW_REQUIRED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,FAIL_CLOSED_PENDING_REVIEW,human_governance_decision_required,legal;evidence,NOT_COMPLETED,NEEDS_LEGAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-CLIN-010,A65B-CORE-20260806-28947DF,CLIN-010,health-state-assessment-service/data/入口判定规则/入口角度统一转换规则.yaml,TASK-B02,UNASSIGNED,clinical owner role,LICENSE_REVIEW_REQUIRED,observed_identifier=MIT;observed_source_path=LICENSE;observed_scope=REPOSITORY_ROOT;asset_license_applicability=UNVERIFIED,PROVENANCE_UNKNOWN,inventory_provenance_unknown,AUTHORIZED_METADATA_ONLY,CLINICAL_REVIEW_REQUIRED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,FAIL_CLOSED_PENDING_REVIEW,human_governance_decision_required,legal;evidence,NOT_COMPLETED,NEEDS_LEGAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-CLIN-020,A65B-CORE-20260806-28947DF,CLIN-020,health-state-assessment-service/app/rules/red_flag_rules.py,TASK-B02,UNASSIGNED,clinical owner role,LICENSE_REVIEW_REQUIRED,observed_identifier=MIT;observed_source_path=LICENSE;observed_scope=REPOSITORY_ROOT;asset_license_applicability=UNVERIFIED,PROVENANCE_UNKNOWN,inventory_provenance_unknown,AUTHORIZED_METADATA_ONLY,CLINICAL_REVIEW_REQUIRED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,FAIL_CLOSED_PENDING_REVIEW,human_governance_decision_required,legal;evidence,NOT_COMPLETED,NEEDS_LEGAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-CLIN-021,A65B-CORE-20260806-28947DF,CLIN-021,health-state-assessment-service/app/rules/risk_screening_rules.py,TASK-B02,UNASSIGNED,clinical owner role,LICENSE_REVIEW_REQUIRED,observed_identifier=MIT;observed_source_path=LICENSE;observed_scope=REPOSITORY_ROOT;asset_license_applicability=UNVERIFIED,PROVENANCE_UNKNOWN,inventory_provenance_unknown,AUTHORIZED_METADATA_ONLY,CLINICAL_REVIEW_REQUIRED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,FAIL_CLOSED_PENDING_REVIEW,human_governance_decision_required,legal;evidence,NOT_COMPLETED,NEEDS_LEGAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-CLIN-022,A65B-CORE-20260806-28947DF,CLIN-022,health-state-assessment-service/app/rules/severity_rules.py,TASK-B02,UNASSIGNED,clinical owner role,LICENSE_REVIEW_REQUIRED,observed_identifier=MIT;observed_source_path=LICENSE;observed_scope=REPOSITORY_ROOT;asset_license_applicability=UNVERIFIED,PROVENANCE_UNKNOWN,inventory_provenance_unknown,AUTHORIZED_METADATA_ONLY,CLINICAL_REVIEW_REQUIRED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,FAIL_CLOSED_PENDING_REVIEW,human_governance_decision_required,legal;evidence,NOT_COMPLETED,NEEDS_LEGAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-CLIN-023,A65B-CORE-20260806-28947DF,CLIN-023,health-state-assessment-service/app/rules/work_mode_rules.py,TASK-B02,UNASSIGNED,clinical owner role,LICENSE_REVIEW_REQUIRED,observed_identifier=MIT;observed_source_path=LICENSE;observed_scope=REPOSITORY_ROOT;asset_license_applicability=UNVERIFIED,PROVENANCE_UNKNOWN,inventory_provenance_unknown,AUTHORIZED_METADATA_ONLY,CLINICAL_REVIEW_REQUIRED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,FAIL_CLOSED_PENDING_REVIEW,human_governance_decision_required,legal;evidence,NOT_COMPLETED,NEEDS_LEGAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-CLIN-024,A65B-CORE-20260806-28947DF,CLIN-024,health-state-assessment-service/app/rules/wellness_plan_rules.py,TASK-B02,UNASSIGNED,clinical owner role,LICENSE_REVIEW_REQUIRED,observed_identifier=MIT;observed_source_path=LICENSE;observed_scope=REPOSITORY_ROOT;asset_license_applicability=UNVERIFIED,PROVENANCE_UNKNOWN,inventory_provenance_unknown,AUTHORIZED_METADATA_ONLY,CLINICAL_REVIEW_REQUIRED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,FAIL_CLOSED_PENDING_REVIEW,human_governance_decision_required,legal;evidence,NOT_COMPLETED,NEEDS_LEGAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-CLIN-025,A65B-CORE-20260806-28947DF,CLIN-025,risk-assessment-service/app/services/triage_engine.py,TASK-B02,UNASSIGNED,clinical owner role,LICENSE_REVIEW_REQUIRED,observed_identifier=MIT;observed_source_path=LICENSE;observed_scope=REPOSITORY_ROOT;asset_license_applicability=UNVERIFIED,PROVENANCE_UNKNOWN,inventory_provenance_unknown,AUTHORIZED_METADATA_ONLY,CLINICAL_REVIEW_REQUIRED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,FAIL_CLOSED_PENDING_REVIEW,human_governance_decision_required,legal;evidence,NOT_COMPLETED,NEEDS_LEGAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-CLIN-026,A65B-CORE-20260806-28947DF,CLIN-026,risk-assessment-service/app/services/upgrade_rule_engine.py,TASK-B02,UNASSIGNED,clinical owner role,LICENSE_REVIEW_REQUIRED,observed_identifier=MIT;observed_source_path=LICENSE;observed_scope=REPOSITORY_ROOT;asset_license_applicability=UNVERIFIED,PROVENANCE_UNKNOWN,inventory_provenance_unknown,AUTHORIZED_METADATA_ONLY,CLINICAL_REVIEW_REQUIRED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,FAIL_CLOSED_PENDING_REVIEW,human_governance_decision_required,legal;evidence,NOT_COMPLETED,NEEDS_LEGAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-CLIN-027,A65B-CORE-20260806-28947DF,CLIN-027,dialog-service/app/identifiers/information_gap_identifier.py,TASK-B02,UNASSIGNED,clinical owner role,LICENSE_REVIEW_REQUIRED,observed_identifier=MIT;observed_source_path=LICENSE;observed_scope=REPOSITORY_ROOT;asset_license_applicability=UNVERIFIED,PROVENANCE_UNKNOWN,inventory_provenance_unknown,AUTHORIZED_METADATA_ONLY,CLINICAL_REVIEW_REQUIRED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,FAIL_CLOSED_PENDING_REVIEW,human_governance_decision_required,legal;evidence,NOT_COMPLETED,NEEDS_LEGAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-CLIN-028,A65B-CORE-20260806-28947DF,CLIN-028,dialog-service/app/core/nlg.py,TASK-B02,UNASSIGNED,clinical owner role,LICENSE_REVIEW_REQUIRED,observed_identifier=MIT;observed_source_path=LICENSE;observed_scope=REPOSITORY_ROOT;asset_license_applicability=UNVERIFIED,PROVENANCE_UNKNOWN,inventory_provenance_unknown,AUTHORIZED_METADATA_ONLY,CLINICAL_REVIEW_REQUIRED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,FAIL_CLOSED_PENDING_REVIEW,human_governance_decision_required,legal;evidence,NOT_COMPLETED,NEEDS_LEGAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-CLIN-029,A65B-CORE-20260806-28947DF,CLIN-029,diagnosis-engine-service/data/问题清单/结构化问题清单模板.yaml,TASK-B02,UNASSIGNED,clinical owner role,LICENSE_REVIEW_REQUIRED,observed_identifier=MIT;observed_source_path=LICENSE;observed_scope=REPOSITORY_ROOT;asset_license_applicability=UNVERIFIED,PROVENANCE_UNKNOWN,inventory_provenance_unknown,AUTHORIZED_METADATA_ONLY,CLINICAL_REVIEW_REQUIRED,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,FAIL_CLOSED_PENDING_REVIEW,human_governance_decision_required,legal;evidence,NOT_COMPLETED,NEEDS_LEGAL_REVIEW,path_status=TRACKED_FILE;observed_provisional_only;privacy_detail=AUTHORIZED_METADATA_ONLY;AUTHORIZED_METADATA_ONLY=repo_metadata_inspection_only;NOT_PRIVACY_APPROVAL;NOT_RUNTIME_ACCESS;NOT_PRODUCTION_USE
A65B-B02-PHI-001,A65B-CORE-20260806-28947DF,PHI-001,diagnosis-service runtime DB entities CDP/DiagnosisRecord/etc,TASK-B02,UNASSIGNED,security/privacy owner role,NOT_APPLICABLE,runtime_or_phi_path_metadata_only,PROVENANCE_UNKNOWN,runtime_path_only_no_content_inspection,PATH_LEVEL_ONLY,NOT_APPLICABLE,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,fail_closed_until_review,privacy_authorization_record;retention_policy;redaction_policy;access_control_evidence;audit_log_policy,security;privacy,NOT_COMPLETED,NEEDS_PRIVACY_REVIEW,path_status=RUNTIME_PATH_ONLY;observed_provisional_only;privacy_detail=PATH_LEVEL_ONLY;NO_CONTENT_INSPECTION
A65B-B02-PHI-002,A65B-CORE-20260806-28947DF,PHI-002,examination-service uploads/reports/{userId}/,TASK-B02,UNASSIGNED,security/privacy owner role,NOT_APPLICABLE,runtime_or_phi_path_metadata_only,PROVENANCE_UNKNOWN,runtime_path_only_no_content_inspection,PATH_LEVEL_ONLY,NOT_APPLICABLE,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,fail_closed_until_review,privacy_authorization_record;retention_policy;redaction_policy;access_control_evidence;audit_log_policy,security;privacy,NOT_COMPLETED,NEEDS_PRIVACY_REVIEW,path_status=RUNTIME_PATH_ONLY;observed_provisional_only;privacy_detail=PATH_LEVEL_ONLY;NO_CONTENT_INSPECTION
A65B-B02-PHI-003,A65B-CORE-20260806-28947DF,PHI-003,dialog-service Redis key dialog:context:{cdp_id},TASK-B02,UNASSIGNED,security/privacy owner role,NOT_APPLICABLE,runtime_or_phi_path_metadata_only,PROVENANCE_UNKNOWN,runtime_path_only_no_content_inspection,PATH_LEVEL_ONLY,NOT_APPLICABLE,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,fail_closed_until_review,privacy_authorization_record;retention_policy;redaction_policy;access_control_evidence;audit_log_policy,security;privacy,NOT_COMPLETED,NEEDS_PRIVACY_REVIEW,path_status=RUNTIME_PATH_ONLY;observed_provisional_only;privacy_detail=PATH_LEVEL_ONLY;NO_CONTENT_INSPECTION
A65B-B02-PHI-004,A65B-CORE-20260806-28947DF,PHI-004,ocr-service input/output buffers,TASK-B02,UNASSIGNED,security/privacy owner role,NOT_APPLICABLE,runtime_or_phi_path_metadata_only,PROVENANCE_UNKNOWN,runtime_path_only_no_content_inspection,PATH_LEVEL_ONLY,NOT_APPLICABLE,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,fail_closed_until_review,privacy_authorization_record;retention_policy;redaction_policy;access_control_evidence;audit_log_policy,security;privacy,NOT_COMPLETED,NEEDS_PRIVACY_REVIEW,path_status=RUNTIME_PATH_ONLY;observed_provisional_only;privacy_detail=PATH_LEVEL_ONLY;NO_CONTENT_INSPECTION
A65B-B02-PHI-005,A65B-CORE-20260806-28947DF,PHI-005,execution-trace-service ExecutionTrace store,TASK-B02,UNASSIGNED,security/privacy owner role,NOT_APPLICABLE,runtime_or_phi_path_metadata_only,PROVENANCE_UNKNOWN,runtime_path_only_no_content_inspection,PATH_LEVEL_ONLY,NOT_APPLICABLE,REPOSITORY_EVIDENCE_REVIEW_ONLY,RUNTIME_REGISTRATION;PRODUCTION_USE;KNOWLEDGE_RELEASE;CLINICAL_APPROVAL,fail_closed_until_review,privacy_authorization_record;retention_policy;redaction_policy;access_control_evidence;audit_log_policy,security;privacy,NOT_COMPLETED,NEEDS_PRIVACY_REVIEW,path_status=RUNTIME_PATH_ONLY;observed_provisional_only;privacy_detail=PATH_LEVEL_ONLY;NO_CONTENT_INSPECTION
