mapping_id,execution_id,task_id,source_asset_id,source_path,source_symbol,source_field_path,source_type,source_requiredness,source_nullability,source_enum_or_domain,target_contract_name,target_schema_path,target_json_pointer,target_type,target_requiredness,target_nullability,mapping_class,transform_class,compatibility_class,phi_risk,runtime_wiring_required,contract_mutation_required,evidence_reference,reviewer_role,status,notes
A65C-C01-WF-007-EDDC02B3ED91,A65C-C01-20260807-FD246A2,TASK-C01,WF-007,diagnosis-service/src/main/java/com/aidoctor/diagnosis/entity/AuditTrail.java,AuditTrail,id,String,ANNOTATION_OR_COLUMN_NONNULL_EVIDENCE,ANNOTATION_OR_COLUMN_NONNULL_EVIDENCE,,AuditRef,contracts/v1/schemas/audit-ref.schema.json,/audit_id,string;pattern,REQUIRED,NON_NULL_TYPED,RENAMED,STRING_NORMALIZATION,ADAPTER_REQUIRED,low,yes,no,git-blob:81a361fd75436ae6e318563aae3fe6accddec961,pending_independent_review,GAP_RECORDED,Structural candidate AuditTrail.id->AuditRef.audit_id. Does not decide AuditTrail replacement. C-OD-002 open. | REVIEW_REMEDIATION: F-A65C-C01-R01: Java String does not prove opaqueIdentifier pattern ^[A-Za-z0-9][A-Za-z0-9._:-]*$; COMPATIBLE_AS_IS downgraded.
A65C-C01-WF-007-65A397DFA7B8,A65C-C01-20260807-FD246A2,TASK-C01,WF-007,diagnosis-service/src/main/java/com/aidoctor/diagnosis/entity/AuditTrail.java,AuditTrail,cdpId,String,ANNOTATION_OR_COLUMN_NONNULL_EVIDENCE,ANNOTATION_OR_COLUMN_NONNULL_EVIDENCE,,IdentifierSet,contracts/v1/schemas/identifier-set.schema.json,/cdp_id,string;pattern,OPTIONAL,NON_NULL_TYPED,RENAMED,STRING_NORMALIZATION,ADAPTER_REQUIRED,low,yes,no,git-blob:81a361fd75436ae6e318563aae3fe6accddec961,pending_independent_review,GAP_RECORDED,AuditTrail.cdpId is correlation identifier; maps to IdentifierSet not AuditRef. AuditRef != TraceRef. | REVIEW_REMEDIATION: F-A65C-C01-R01: Java String does not prove opaqueIdentifier pattern ^[A-Za-z0-9][A-Za-z0-9._:-]*$; COMPATIBLE_AS_IS downgraded.
A65C-C01-WF-007-CA77971B6338,A65C-C01-20260807-FD246A2,TASK-C01,WF-007,diagnosis-service/src/main/java/com/aidoctor/diagnosis/entity/AuditTrail.java,AuditTrail,sessionId,String,ANNOTATION_OR_COLUMN_NONNULL_EVIDENCE,ANNOTATION_OR_COLUMN_NONNULL_EVIDENCE,,IdentifierSet,contracts/v1/schemas/identifier-set.schema.json,/session_id,string;pattern,OPTIONAL,NON_NULL_TYPED,RENAMED,STRING_NORMALIZATION,ADAPTER_REQUIRED,low,yes,no,git-blob:81a361fd75436ae6e318563aae3fe6accddec961,pending_independent_review,GAP_RECORDED,sessionId->session_id | REVIEW_REMEDIATION: F-A65C-C01-R01: Java String does not prove opaqueIdentifier pattern ^[A-Za-z0-9][A-Za-z0-9._:-]*$; COMPATIBLE_AS_IS downgraded.
A65C-C01-WF-007-7739F70483AF,A65C-C01-20260807-FD246A2,TASK-C01,WF-007,diagnosis-service/src/main/java/com/aidoctor/diagnosis/entity/AuditTrail.java,AuditTrail,timestamp,LocalDateTime,ANNOTATION_OR_COLUMN_NONNULL_EVIDENCE,ANNOTATION_OR_COLUMN_NONNULL_EVIDENCE,,AuditRef,contracts/v1/schemas/audit-ref.schema.json,/created_at,string;format:date-time;pattern,REQUIRED,NON_NULL_TYPED,TYPE_COERCION_REQUIRED,TIMESTAMP_TO_RFC3339,UNKNOWN_FAIL_CLOSED,low,yes,no,git-blob:81a361fd75436ae6e318563aae3fe6accddec961,pending_independent_review,GAP_RECORDED,Event timestamp vs AuditRef.created_at semantics not proven identical; timezone UNKNOWN_FAIL_CLOSED. AUDIT_SEMANTICS candidate.
A65C-C01-WF-007-A1C75202AB45,A65C-C01-20260807-FD246A2,TASK-C01,WF-007,diagnosis-service/src/main/java/com/aidoctor/diagnosis/entity/AuditTrail.java,AuditTrail,eventType,String,ANNOTATION_OR_COLUMN_NONNULL_EVIDENCE,ANNOTATION_OR_COLUMN_NONNULL_EVIDENCE,legacy:tool_call|cdp_update|agent_decision,AuditRef,contracts/v1/schemas/audit-ref.schema.json,/audit_type,enum:CONTRACT_RECEIVED|TOOL_INVOKED|STATE_PATCH_REQUESTED|STATE_COMMITTED|PATIENT_DELIVERY_CREATED|REVIEW_DECISION_RECORDED,REQUIRED,NON_NULL_ENUM,ENUM_TRANSLATION_REQUIRED,ENUM_LOOKUP,ADAPTER_REQUIRED,low,yes,no,git-blob:81a361fd75436ae6e318563aae3fe6accddec961,pending_independent_review,GAP_RECORDED,ENUM_MISMATCH: legacy event_type domain != AuditRef.audit_type enum. C-OD-002 open.
A65C-C01-WF-007-0C8E13E78546,A65C-C01-20260807-FD246A2,TASK-C01,WF-007,diagnosis-service/src/main/java/com/aidoctor/diagnosis/entity/AuditTrail.java,AuditTrail,toolCall,String,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,json_clob_audit_payload,,,,,,,SOURCE_ONLY,NONE,DOCUMENTED_ONLY,phi_capable_payload_structure,no,no,git-blob:81a361fd75436ae6e318563aae3fe6accddec961,pending_independent_review,GAP_RECORDED,AUDIT_SEMANTICS: AuditRef must not duplicate audit payloads; payloads remain SOURCE_ONLY. C-OD-002 open.
A65C-C01-WF-007-40E63F384C8D,A65C-C01-20260807-FD246A2,TASK-C01,WF-007,diagnosis-service/src/main/java/com/aidoctor/diagnosis/entity/AuditTrail.java,AuditTrail,cdpUpdate,String,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,json_clob_audit_payload,,,,,,,SOURCE_ONLY,NONE,DOCUMENTED_ONLY,phi_capable_payload_structure,no,no,git-blob:81a361fd75436ae6e318563aae3fe6accddec961,pending_independent_review,GAP_RECORDED,AUDIT_SEMANTICS: AuditRef must not duplicate audit payloads; payloads remain SOURCE_ONLY. C-OD-002 open.
A65C-C01-WF-007-1316FD6DF49E,A65C-C01-20260807-FD246A2,TASK-C01,WF-007,diagnosis-service/src/main/java/com/aidoctor/diagnosis/entity/AuditTrail.java,AuditTrail,agentDecision,String,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,json_clob_audit_payload,,,,,,,SOURCE_ONLY,NONE,DOCUMENTED_ONLY,phi_capable_payload_structure,no,no,git-blob:81a361fd75436ae6e318563aae3fe6accddec961,pending_independent_review,GAP_RECORDED,AUDIT_SEMANTICS: AuditRef must not duplicate audit payloads; payloads remain SOURCE_ONLY. C-OD-002 open.
A65C-C01-WF-007-766B4FD89B16,A65C-C01-20260807-FD246A2,TASK-C01,WF-007,diagnosis-service/src/main/java/com/aidoctor/diagnosis/entity/AuditTrail.java,AuditTrail,createdAt,LocalDateTime,ANNOTATION_OR_COLUMN_NONNULL_EVIDENCE,ANNOTATION_OR_COLUMN_NONNULL_EVIDENCE,,AuditRef,contracts/v1/schemas/audit-ref.schema.json,/created_at,string;format:date-time;pattern,REQUIRED,NON_NULL_TYPED,TYPE_COERCION_REQUIRED,TIMESTAMP_TO_RFC3339,UNKNOWN_FAIL_CLOSED,low,yes,no,git-blob:81a361fd75436ae6e318563aae3fe6accddec961,pending_independent_review,GAP_RECORDED,LocalDateTime to RFC3339; timezone UNKNOWN_FAIL_CLOSED. Dual timestamp fields (timestamp vs createdAt) need architecture review.
A65C-C01-WF-015-2597E937F814,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,ToolContext,traceId,String,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,ContractEnvelope,contracts/v1/schemas/contract-envelope.schema.json,/trace_id,string;pattern,REQUIRED,NON_NULL_TYPED,RENAMED,NONE,ADAPTER_REQUIRED,low,yes,no,git-blob:c2b3a25a7506b3d7923ef6e510474a4def03de11,pending_independent_review,GAP_RECORDED,Name-similar to envelope.trace_id / TraceRef.trace_id but legacy ToolContext != contracts ToolContext. Same class name != EXACT. C-OD-003 open. AuditRef != TraceRef.
A65C-C01-WF-015-25ABC99642C1,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,ToolContext,cdpReference,CDPReference,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,ToolContext,contracts/v1/schemas/tool-context.schema.json,/current_state_ref,object,REQUIRED,NON_NULL_TYPED,WRAPPER_REQUIRED,OBJECT_WRAPPER,ADAPTER_REQUIRED,low,yes,no,git-blob:c2b3a25a7506b3d7923ef6e510474a4def03de11,pending_independent_review,GAP_RECORDED,Nested CDPReference object wraps into current_state_ref; not EXACT. C-OD-003 open.
A65C-C01-WF-015-201FA456C89D,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,ToolContext,cdpReference.cdpId,String,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,ToolContext,contracts/v1/schemas/tool-context.schema.json,/current_state_ref/cdp_id,string;pattern,REQUIRED,NON_NULL_TYPED,RENAMED,STRING_NORMALIZATION,ADAPTER_REQUIRED,low,yes,no,git-blob:c2b3a25a7506b3d7923ef6e510474a4def03de11,pending_independent_review,GAP_RECORDED,Nested cdpId->current_state_ref.cdp_id structural rename. | REVIEW_REMEDIATION: F-A65C-C01-R01: Java String does not prove opaqueIdentifier pattern ^[A-Za-z0-9][A-Za-z0-9._:-]*$; COMPATIBLE_AS_IS downgraded.
A65C-C01-WF-015-B9CC41A22017,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,ToolContext,cdpReference.version,Integer,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,ToolContext,contracts/v1/schemas/tool-context.schema.json,/current_state_ref/version,integer,REQUIRED,NON_NULL_TYPED,RENAMED,NULLABILITY_ADAPTER,ADAPTER_REQUIRED,low,yes,no,git-blob:c2b3a25a7506b3d7923ef6e510474a4def03de11,pending_independent_review,GAP_RECORDED,Integer version field aligns with current_state_ref.version integer. VERSIONING: not contract_version. | REVIEW_REMEDIATION: F-A65C-C01-R03: COMPATIBLE_AS_IS invalid when target REQUIRED and source requiredness UNKNOWN_FAIL_CLOSED. | REVIEW_REMEDIATION: F-A65C-C01-R02: EXACT removed; boxed Integer nullability/requiredness not proven for required target.
A65C-C01-WF-015-CDA25BBF433B,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,ToolContext,cdpReference.readFields,List<String>,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,ToolContext,contracts/v1/schemas/tool-context.schema.json,/current_state_ref/read_fields,array,REQUIRED,NON_NULL_TYPED,TYPE_COERCION_REQUIRED,ARRAY_NORMALIZATION,ADAPTER_REQUIRED,low,yes,no,git-blob:c2b3a25a7506b3d7923ef6e510474a4def03de11,pending_independent_review,GAP_RECORDED,List<String> vs array of jsonPointer with pattern constraints; authorization_scope separate. StatePatch/read != field authorization.
A65C-C01-WF-015-E6F9D0BAAC17,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,ToolContext,agentStateSummary,AgentStateSummary,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,,,,,,,SOURCE_ONLY,NONE,DOCUMENTED_ONLY,low,yes,yes,git-blob:c2b3a25a7506b3d7923ef6e510474a4def03de11,pending_independent_review,GAP_RECORDED,No agentStateSummary object on contracts ToolContext. C-OD-003 open. | REVIEW_REMEDIATION: F-A65C-C01-R05: No evidence legacy semantic must survive cross-boundary contract; DOCUMENTED_ONLY.
A65C-C01-WF-015-BB826771AB60,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,ToolContext,agentStateSummary.currentStep,Integer,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,,,,,,,SOURCE_ONLY,NONE,DOCUMENTED_ONLY,low,yes,yes,git-blob:c2b3a25a7506b3d7923ef6e510474a4def03de11,pending_independent_review,GAP_RECORDED,Agent state summary leaf has no contracts ToolContext field. | REVIEW_REMEDIATION: F-A65C-C01-R05: No evidence legacy semantic must survive cross-boundary contract; DOCUMENTED_ONLY.
A65C-C01-WF-015-A60D246CEE76,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,ToolContext,agentStateSummary.workMode,String,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,COMMENT_OR_NAME_DOMAIN_UNVERIFIED,,,,,,,SOURCE_ONLY,NONE,DOCUMENTED_ONLY,low,yes,yes,git-blob:c2b3a25a7506b3d7923ef6e510474a4def03de11,pending_independent_review,GAP_RECORDED,Agent state summary leaf has no contracts ToolContext field. | REVIEW_REMEDIATION: F-A65C-C01-R05: No evidence legacy semantic must survive cross-boundary contract; DOCUMENTED_ONLY.
A65C-C01-WF-015-DF9291211263,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,ToolContext,constraints,Constraints,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,,,,,,,INSUFFICIENT_EVIDENCE,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,low,yes,no,git-blob:c2b3a25a7506b3d7923ef6e510474a4def03de11,pending_independent_review,INSUFFICIENT_EVIDENCE,Constraints (time/cost/risk) are not the same as ToolContext.deadline RFC3339; insufficient evidence for EXACT/RENAMED. C-OD-003 open.
A65C-C01-WF-015-5CEB88965FB4,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,ToolContext,constraints.maxTimeSeconds,Integer,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,,,,,,,SOURCE_ONLY,NONE,DOCUMENTED_ONLY,low,yes,yes,git-blob:c2b3a25a7506b3d7923ef6e510474a4def03de11,pending_independent_review,GAP_RECORDED,No direct target for legacy constraint leaf; deadline/locale/authorization_scope differ. | REVIEW_REMEDIATION: F-A65C-C01-R05: No evidence legacy semantic must survive cross-boundary contract; DOCUMENTED_ONLY.
A65C-C01-WF-015-808FAA04373B,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,ToolContext,constraints.maxCost,Double,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,,,,,,,SOURCE_ONLY,NONE,DOCUMENTED_ONLY,low,yes,yes,git-blob:c2b3a25a7506b3d7923ef6e510474a4def03de11,pending_independent_review,GAP_RECORDED,No direct target for legacy constraint leaf; deadline/locale/authorization_scope differ. | REVIEW_REMEDIATION: F-A65C-C01-R05: No evidence legacy semantic must survive cross-boundary contract; DOCUMENTED_ONLY.
A65C-C01-WF-015-C2BBCE5BA5F5,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,ToolContext,constraints.riskLevelLimit,String,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,,,,,,,SOURCE_ONLY,NONE,DOCUMENTED_ONLY,low,yes,yes,git-blob:c2b3a25a7506b3d7923ef6e510474a4def03de11,pending_independent_review,GAP_RECORDED,No direct target for legacy constraint leaf; deadline/locale/authorization_scope differ. | REVIEW_REMEDIATION: F-A65C-C01-R05: No evidence legacy semantic must survive cross-boundary contract; DOCUMENTED_ONLY.
A65C-C01-WF-015-2F12DFF2FED2,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,ToolContext,callParams,"Map<String, Object>",UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,,,,,,,SOURCE_ONLY,NONE,CONTRACT_EXTENSION_CANDIDATE,phi_capable_payload_structure,yes,yes,git-blob:c2b3a25a7506b3d7923ef6e510474a4def03de11,pending_independent_review,GAP_RECORDED,contracts ToolContext forbids arbitrary input dictionary; input_refs are typed refs only. C-OD-003 open. | REVIEW_REMEDIATION: F-A65C-C01-R04: MAJOR_VERSION_REQUIRED downgraded; adapter/extension candidate not proven breaking-v1-only.
A65C-C01-WF-015-1684FDAB167A,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,ToolContext,TARGET_ONLY:/contract_version,,N/A,N/A,,ToolContext,contracts/v1/schemas/tool-context.schema.json,/contract_version,const:1.0.0,REQUIRED,NON_NULL_CONST,TARGET_ONLY,MANUAL_ADAPTER_REQUIRED,ADAPTER_REQUIRED,low,yes,no,git-blob:ee77ff00d3c941a96a6497e0d3e401e9ca671999,pending_independent_review,GAP_RECORDED,Required const 1.0.0; no legacy field. C-OD-003 open.
A65C-C01-WF-015-A7170DA07EF8,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,ToolContext,TARGET_ONLY:/envelope,,N/A,N/A,,ToolContext,contracts/v1/schemas/tool-context.schema.json,/envelope,allOf,REQUIRED,VIA_ALLOF,TARGET_ONLY,MANUAL_ADAPTER_REQUIRED,ADAPTER_REQUIRED,low,yes,no,git-blob:ee77ff00d3c941a96a6497e0d3e401e9ca671999,pending_independent_review,GAP_RECORDED,Required ContractEnvelope wrapper; legacy ToolContext has no envelope. C-OD-003 open.
A65C-C01-WF-015-74F98FD62543,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,ToolContext,TARGET_ONLY:/actor,,N/A,N/A,,ToolContext,contracts/v1/schemas/tool-context.schema.json,/actor,object,REQUIRED,NON_NULL_TYPED,TARGET_ONLY,MANUAL_ADAPTER_REQUIRED,ADAPTER_REQUIRED,low,yes,no,git-blob:ee77ff00d3c941a96a6497e0d3e401e9ca671999,pending_independent_review,GAP_RECORDED,Required actor object; absent in legacy. C-OD-003 open.
A65C-C01-WF-015-9A3C6034F758,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,ToolContext,TARGET_ONLY:/identifiers,,N/A,N/A,,ToolContext,contracts/v1/schemas/tool-context.schema.json,/identifiers,union,REQUIRED,UNION_NONNULL_UNVERIFIED,TARGET_ONLY,MANUAL_ADAPTER_REQUIRED,ADAPTER_REQUIRED,low,yes,no,git-blob:ee77ff00d3c941a96a6497e0d3e401e9ca671999,pending_independent_review,GAP_RECORDED,Required IdentifierSet; must be assembled from CDPReference/session etc. C-OD-003 open.
A65C-C01-WF-015-F89C2ACC9CBC,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,ToolContext,TARGET_ONLY:/capability,,N/A,N/A,,ToolContext,contracts/v1/schemas/tool-context.schema.json,/capability,object,REQUIRED,NON_NULL_TYPED,TARGET_ONLY,MANUAL_ADAPTER_REQUIRED,ADAPTER_REQUIRED,low,yes,no,git-blob:ee77ff00d3c941a96a6497e0d3e401e9ca671999,pending_independent_review,GAP_RECORDED,Required capability object; absent in legacy. C-OD-003 open.
A65C-C01-WF-015-F7C004C22FBF,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,ToolContext,TARGET_ONLY:/authorization_scope,,N/A,N/A,,ToolContext,contracts/v1/schemas/tool-context.schema.json,/authorization_scope,object,REQUIRED,NON_NULL_TYPED,TARGET_ONLY,MANUAL_ADAPTER_REQUIRED,ADAPTER_REQUIRED,low,yes,no,git-blob:ee77ff00d3c941a96a6497e0d3e401e9ca671999,pending_independent_review,GAP_RECORDED,Required; StatePatch validation != field authorization. C-OD-003 open.
A65C-C01-WF-015-9CDE4966E75A,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,ToolContext,TARGET_ONLY:/deadline,,N/A,N/A,,ToolContext,contracts/v1/schemas/tool-context.schema.json,/deadline,string;format:date-time;pattern,REQUIRED,NON_NULL_TYPED,TARGET_ONLY,MANUAL_ADAPTER_REQUIRED,ADAPTER_REQUIRED,low,yes,no,git-blob:ee77ff00d3c941a96a6497e0d3e401e9ca671999,pending_independent_review,GAP_RECORDED,Required RFC3339; not constraints.maxTimeSeconds. C-OD-003 open.
A65C-C01-WF-015-81BA19E15596,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,ToolContext,TARGET_ONLY:/locale,,N/A,N/A,,ToolContext,contracts/v1/schemas/tool-context.schema.json,/locale,string;pattern,REQUIRED,NON_NULL_TYPED,TARGET_ONLY,MANUAL_ADAPTER_REQUIRED,ADAPTER_REQUIRED,low,yes,no,git-blob:ee77ff00d3c941a96a6497e0d3e401e9ca671999,pending_independent_review,GAP_RECORDED,Required; absent in legacy. C-OD-003 open.
A65C-C01-WF-015-AFBFED47A57E,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,ToolContext,TARGET_ONLY:/requested_operation,,N/A,N/A,,ToolContext,contracts/v1/schemas/tool-context.schema.json,/requested_operation,string;pattern,REQUIRED,NON_NULL_TYPED,TARGET_ONLY,MANUAL_ADAPTER_REQUIRED,ADAPTER_REQUIRED,low,yes,no,git-blob:ee77ff00d3c941a96a6497e0d3e401e9ca671999,pending_independent_review,GAP_RECORDED,Required; absent in legacy. C-OD-003 open.
A65C-C01-WF-015-16D563608759,A65C-C01-20260807-FD246A2,TASK-C01,WF-015,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolContext.java,ToolContext,TARGET_ONLY:/input_refs,,N/A,N/A,,ToolContext,contracts/v1/schemas/tool-context.schema.json,/input_refs,array,REQUIRED,NON_NULL_TYPED,TARGET_ONLY,MANUAL_ADAPTER_REQUIRED,ADAPTER_REQUIRED,low,yes,no,git-blob:ee77ff00d3c941a96a6497e0d3e401e9ca671999,pending_independent_review,GAP_RECORDED,Required typed refs; not callParams map. C-OD-003 open.
A65C-C01-WF-016-596F7961CA65,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,ToolResult,traceId,String,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,ContractEnvelope,contracts/v1/schemas/contract-envelope.schema.json,/trace_id,string;pattern,REQUIRED,NON_NULL_TYPED,RENAMED,NONE,ADAPTER_REQUIRED,low,yes,no,git-blob:76789a61bb6ce2c7a1bd920093f4db045ca1b855,pending_independent_review,GAP_RECORDED,Correlation id candidate for envelope.trace_id; class-name match != EXACT ToolResult. C-OD-003 open.
A65C-C01-WF-016-E5025B24DF2D,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,ToolResult,toolId,String,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,ToolResult,contracts/v1/schemas/tool-result.schema.json,/tool_name,string;pattern,REQUIRED,NON_NULL_TYPED,RENAMED,STRING_NORMALIZATION,ADAPTER_REQUIRED,low,yes,no,git-blob:76789a61bb6ce2c7a1bd920093f4db045ca1b855,pending_independent_review,GAP_RECORDED,toolId->tool_name rename; pattern ^[a-z][a-z0-9-]*$ may require normalization. Not EXACT because transform needed.
A65C-C01-WF-016-3A5BE2ED803A,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,ToolResult,status,String,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,legacy:success|partial_success|failure|timeout,ToolResult,contracts/v1/schemas/tool-result.schema.json,/status,enum:SUCCEEDED|NO_RESULT|RETRYABLE_FAILURE|NON_RETRYABLE_FAILURE|TIMED_OUT|POLICY_BLOCKED,REQUIRED,NON_NULL_ENUM,ENUM_TRANSLATION_REQUIRED,ENUM_LOOKUP,ADAPTER_REQUIRED,low,yes,no,git-blob:76789a61bb6ce2c7a1bd920093f4db045ca1b855,pending_independent_review,GAP_RECORDED,ENUM_MISMATCH vs SUCCEEDED|NO_RESULT|RETRYABLE_FAILURE|NON_RETRYABLE_FAILURE|TIMED_OUT|POLICY_BLOCKED. C-OD-003 open.
A65C-C01-WF-016-5F982C6E7CA1,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,ToolResult,payload,"Map<String, Object>",UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,ToolResult,contracts/v1/schemas/tool-result.schema.json,/output,array,REQUIRED,NON_NULL_TYPED,WRAPPER_REQUIRED,OBJECT_WRAPPER,ADAPTER_REQUIRED,phi_capable_payload_structure,yes,no,git-blob:76789a61bb6ce2c7a1bd920093f4db045ca1b855,pending_independent_review,GAP_RECORDED,Map payload vs namedValue array output; not EXACT.
A65C-C01-WF-016-796AE507105E,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,ToolResult,evidence,List<Evidence>,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,ToolResult,contracts/v1/schemas/tool-result.schema.json,/evidence_refs,array,REQUIRED,NON_NULL_TYPED,TYPE_COERCION_REQUIRED,IDENTIFIER_REBINDING,ADAPTER_REQUIRED,low,yes,no,git-blob:76789a61bb6ce2c7a1bd920093f4db045ca1b855,pending_independent_review,GAP_RECORDED,List<Evidence> objects vs opaque identifier refs; EvidencePack support-only not auto-mapped.
A65C-C01-WF-016-6ECA94DF518C,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,ToolResult,evidence.source,String,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,,,,,,,SOURCE_ONLY,NONE,DOCUMENTED_ONLY,low,no,no,git-blob:76789a61bb6ce2c7a1bd920093f4db045ca1b855,pending_independent_review,GAP_RECORDED,Evidence object leaves have no direct ToolResult.evidence_refs leaf fields.
A65C-C01-WF-016-C72FA7B82F57,A65C-C01-20260807-FD246A2,TASK-C01,WF-016,diagnosis-service/src/main/java/com/aidoctor/diagnosis/dto/tool/ToolResult.java,ToolResult,evidence.reference,String,UNKNOWN_FAIL_CLOSED,UNKNOWN_FAIL_CLOSED,,,,,,,,SOURCE_ONLY,NONE,DOCUMENTED_ONLY,low,no,no,git-blob:76789a61bb6ce2c7a1bd920093f4db045ca1b855,pending_independent_review,GAP_RECORDED,Evidence object leaves have no direct ToolResult.evidence_refs leaf fields.
