asset_id,asset_path,asset_class,risk_level,clinical_relevance,clinical_logic,historical_e01_seed,board_scope,authority_class,file_disposition,runtime_disposition,owner_role,reviewer_roles,evidence_pointer,runtime_consumer_status,replacement_status,decommission_status,decision_basis,board_decision_status,notes
BOUND-001,contracts/v1,NEW_A5_TARGET,P3,LOW,NO,NO,JUSTIFIED_BOUNDARY_ROW,NEW_A5_BOUNDARY,KEEP_READ_ONLY,NOT_LEGACY_RETENTION_SUBJECT,contracts,architecture|governance-boundary,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv,NOT_RUNTIME_ASSET,NEW_A5_CONTRACTS_IN_PLACE,NOT_APPLICABLE_NEW_BOUNDARY,BOUNDARY_PROTECTION;NOT_LEGACY_CLINICAL,BOUNDARY_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed. Not a legacy clinical retention subject.
CTR-007,frontend-admin/src/types/trace.ts,NON_CLINICAL_RETAINED,P1,MED,NO,NO,P0_P1,NON_CLINICAL_RETAINED,MAP,TECHNICAL_PATH_PRESERVED,contracts,contracts|architecture,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,CONFIRMED_CONSUMER,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,EXISTING_TECHNICAL_DISPOSITION_CONFIRMED;NON_ADOPTION_DOES_NOT_APPLY,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed.
CTR-008,frontend-admin/src/services/traceApi.ts,NON_CLINICAL_RETAINED,P1,MED,NO,NO,P0_P1,NON_CLINICAL_RETAINED,MAP,TECHNICAL_PATH_PRESERVED,contracts,contracts|architecture,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,CONFIRMED_CONSUMER,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,EXISTING_TECHNICAL_DISPOSITION_CONFIRMED;NON_ADOPTION_DOES_NOT_APPLY,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed.
CTR-009,docs/refactoring/evidence/phase-a/a2/python-cdp-access-inventory.csv,NON_CLINICAL_RETAINED,P1,MED,NO,NO,P0_P1,NON_CLINICAL_RETAINED,MAP,TECHNICAL_PATH_PRESERVED,contracts,contracts|architecture,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,EVIDENCE_ONLY,EXISTING_TECHNICAL_PATH,DEFERRED_SEPARATE_AUTHORIZATION,EXISTING_TECHNICAL_DISPOSITION_CONFIRMED;NON_ADOPTION_DOES_NOT_APPLY,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed.
DATA-DR002,DRKnows-main/LICENSE,RESEARCH_ASSET,P0,MED,NO,NO,P0_P1,RESEARCH_ONLY,ARCHIVE,TECHNICAL_PATH_PRESERVED,legal,legal|evaluation,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv,EVIDENCE_ONLY,EXISTING_TECHNICAL_PATH,DEFERRED_SEPARATE_AUTHORIZATION,EXISTING_TECHNICAL_DISPOSITION_CONFIRMED;NON_ADOPTION_DOES_NOT_APPLY,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed.
DATA-EV001,docs/AI医生/项目文档/12.性能与评估/评估验证体系.md [static_case_eval_suite MISSING_DATASET],EVIDENCE_OR_EVAL,P1,HIGH,NO,NO,P0_P1+HIGH_CLINICAL_RELEVANCE,EVIDENCE_ONLY,KEEP_READ_ONLY,TECHNICAL_PATH_PRESERVED,evaluation,evaluation|architecture,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,MAY_STILL_EXIST,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,D01_OR_INVENTORY_EVIDENCE;NO_FALSE_SUITE_EXISTENCE,INCONCLUSIVE_FOR_DECOMMISSION,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed.
DATA-EV002,docs/AI医生/项目文档/12.性能与评估/评估验证体系.md [interactive_interview_eval_suite MISSING_DATASET],EVIDENCE_OR_EVAL,P1,HIGH,NO,NO,P0_P1+HIGH_CLINICAL_RELEVANCE,EVIDENCE_ONLY,KEEP_READ_ONLY,TECHNICAL_PATH_PRESERVED,evaluation,evaluation|architecture,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,MAY_STILL_EXIST,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,D01_OR_INVENTORY_EVIDENCE;NO_FALSE_SUITE_EXISTENCE,INCONCLUSIVE_FOR_DECOMMISSION,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed.
DATA-EV003,docs/AI医生/项目文档/12.性能与评估/评估验证体系.md [trajectory_replay_eval_suite MISSING_DATASET],EVIDENCE_OR_EVAL,P1,HIGH,NO,NO,P0_P1+HIGH_CLINICAL_RELEVANCE,EVIDENCE_ONLY,KEEP_READ_ONLY,TECHNICAL_PATH_PRESERVED,evaluation,evaluation|architecture,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,MAY_STILL_EXIST,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,D01_OR_INVENTORY_EVIDENCE;NO_FALSE_SUITE_EXISTENCE,INCONCLUSIVE_FOR_DECOMMISSION,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed.
DATA-K001,docs/AI医生/知识内容提取/源数据/hp-zh.babelon.tsv,MEDICAL_SOURCE,P0,HIGH,UNKNOWN,YES,P0_P1+HIGH_CLINICAL_RELEVANCE+HISTORICAL_SEED,QUARANTINED_MEDICAL_SOURCE,QUARANTINE,NOT_AUTHORITY,legal,legal|governance,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,CONFIRMED_CONSUMER,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,A6.5-NONADOPT-001;B02_FAIL_CLOSED;NOT_APPROVED_MEDICAL_SOURCE,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed. Medical-source quarantine retained; NOT_APPROVED_MEDICAL_SOURCE.
DATA-K002,docs/AI医生/知识内容提取/源数据/hp-zh.synonyms.tsv,MEDICAL_SOURCE,P0,HIGH,UNKNOWN,YES,P0_P1+HIGH_CLINICAL_RELEVANCE+HISTORICAL_SEED,QUARANTINED_MEDICAL_SOURCE,QUARANTINE,NOT_AUTHORITY,legal,legal|governance,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,CONFIRMED_CONSUMER,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,A6.5-NONADOPT-001;B02_FAIL_CLOSED;NOT_APPROVED_MEDICAL_SOURCE,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed. Medical-source quarantine retained; NOT_APPROVED_MEDICAL_SOURCE.
DATA-K003,docs/AI医生/知识内容提取/源数据/ICPC-2e-v7.0/ICPC-2e-v7.0.xml,MEDICAL_SOURCE,P0,HIGH,UNKNOWN,YES,P0_P1+HIGH_CLINICAL_RELEVANCE+HISTORICAL_SEED,QUARANTINED_MEDICAL_SOURCE,QUARANTINE,NOT_AUTHORITY,legal,legal|governance,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,CONFIRMED_CONSUMER,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,A6.5-NONADOPT-001;B02_FAIL_CLOSED;NOT_APPROVED_MEDICAL_SOURCE,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed. Medical-source quarantine retained; NOT_APPROVED_MEDICAL_SOURCE.
DATA-K004,docs/AI医生/知识内容提取/源数据/UMLS数据集和关系类型详细说明.md,MEDICAL_SOURCE,P0,HIGH,UNKNOWN,YES,P0_P1+HIGH_CLINICAL_RELEVANCE+HISTORICAL_SEED,QUARANTINED_MEDICAL_SOURCE,QUARANTINE,NOT_AUTHORITY,legal,legal|governance,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,CONFIRMED_CONSUMER,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,A6.5-NONADOPT-001;B02_FAIL_CLOSED;NOT_APPROVED_MEDICAL_SOURCE,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed. Medical-source quarantine retained; NOT_APPROVED_MEDICAL_SOURCE.
DATA-K005,docs/AI医生/知识内容提取/源数据/归档/icd10cm-table and index-2026/icd10cm-drug-2026.xml,MEDICAL_SOURCE,P0,HIGH,UNKNOWN,YES,P0_P1+HIGH_CLINICAL_RELEVANCE+HISTORICAL_SEED,QUARANTINED_MEDICAL_SOURCE,QUARANTINE,NOT_AUTHORITY,legal,legal|governance,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,CONFIRMED_CONSUMER,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,A6.5-NONADOPT-001;B02_FAIL_CLOSED;NOT_APPROVED_MEDICAL_SOURCE,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed. Medical-source quarantine retained; NOT_APPROVED_MEDICAL_SOURCE.
DATA-K006,docs/AI医生/知识内容提取/源数据/归档/icd10cm-table and index-2026/icd10cm-eindex-2026.xml,MEDICAL_SOURCE,P0,HIGH,UNKNOWN,YES,P0_P1+HIGH_CLINICAL_RELEVANCE+HISTORICAL_SEED,QUARANTINED_MEDICAL_SOURCE,QUARANTINE,NOT_AUTHORITY,legal,legal|governance,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,CONFIRMED_CONSUMER,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,A6.5-NONADOPT-001;B02_FAIL_CLOSED;NOT_APPROVED_MEDICAL_SOURCE,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed. Medical-source quarantine retained; NOT_APPROVED_MEDICAL_SOURCE.
DATA-K007,docs/AI医生/知识内容提取/源数据/归档/icd10cm-table and index-2026/icd10cm-index-2026.xml,MEDICAL_SOURCE,P0,HIGH,UNKNOWN,YES,P0_P1+HIGH_CLINICAL_RELEVANCE+HISTORICAL_SEED,QUARANTINED_MEDICAL_SOURCE,QUARANTINE,NOT_AUTHORITY,legal,legal|governance,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,CONFIRMED_CONSUMER,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,A6.5-NONADOPT-001;B02_FAIL_CLOSED;NOT_APPROVED_MEDICAL_SOURCE,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed. Medical-source quarantine retained; NOT_APPROVED_MEDICAL_SOURCE.
DATA-K008,docs/AI医生/知识内容提取/源数据/归档/icd10cm-table and index-2026/icd10cm-neoplasm-2026.xml,MEDICAL_SOURCE,P0,HIGH,UNKNOWN,YES,P0_P1+HIGH_CLINICAL_RELEVANCE+HISTORICAL_SEED,QUARANTINED_MEDICAL_SOURCE,QUARANTINE,NOT_AUTHORITY,legal,legal|governance,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,CONFIRMED_CONSUMER,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,A6.5-NONADOPT-001;B02_FAIL_CLOSED;NOT_APPROVED_MEDICAL_SOURCE,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed. Medical-source quarantine retained; NOT_APPROVED_MEDICAL_SOURCE.
DATA-K009,docs/AI医生/知识内容提取/源数据/归档/icd10cm-table and index-2026/icd10cm-tabular-2026.xml,MEDICAL_SOURCE,P0,HIGH,UNKNOWN,YES,P0_P1+HIGH_CLINICAL_RELEVANCE+HISTORICAL_SEED,QUARANTINED_MEDICAL_SOURCE,QUARANTINE,NOT_AUTHORITY,legal,legal|governance,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,CONFIRMED_CONSUMER,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,A6.5-NONADOPT-001;B02_FAIL_CLOSED;NOT_APPROVED_MEDICAL_SOURCE,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed. Medical-source quarantine retained; NOT_APPROVED_MEDICAL_SOURCE.
DATA-K010,docs/AI医生/知识内容提取/提取结果/hpo/hpo_chinese_mapping.csv,MEDICAL_SOURCE,P0,HIGH,UNKNOWN,YES,P0_P1+HIGH_CLINICAL_RELEVANCE+HISTORICAL_SEED,QUARANTINED_MEDICAL_SOURCE,QUARANTINE,NOT_AUTHORITY,legal,legal|governance,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,CONFIRMED_CONSUMER,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,A6.5-NONADOPT-001;B02_FAIL_CLOSED;NOT_APPROVED_MEDICAL_SOURCE,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed. Medical-source quarantine retained; NOT_APPROVED_MEDICAL_SOURCE.
DATA-K011,docs/AI医生/知识内容提取/提取结果/hpo/hpo_data.csv,MEDICAL_SOURCE,P0,HIGH,UNKNOWN,NO,P0_P1+HIGH_CLINICAL_RELEVANCE,QUARANTINED_MEDICAL_SOURCE,QUARANTINE,NOT_AUTHORITY,legal,legal|governance,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,CONFIRMED_CONSUMER,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,A6.5-NONADOPT-001;B02_FAIL_CLOSED;NOT_APPROVED_MEDICAL_SOURCE,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed. Medical-source quarantine retained; NOT_APPROVED_MEDICAL_SOURCE.
DATA-K012,docs/AI医生/知识内容提取/提取结果/hpo/hpo_data.json,MEDICAL_SOURCE,P0,HIGH,UNKNOWN,NO,P0_P1+HIGH_CLINICAL_RELEVANCE,QUARANTINED_MEDICAL_SOURCE,QUARANTINE,NOT_AUTHORITY,legal,legal|governance,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,CONFIRMED_CONSUMER,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,A6.5-NONADOPT-001;B02_FAIL_CLOSED;NOT_APPROVED_MEDICAL_SOURCE,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed. Medical-source quarantine retained; NOT_APPROVED_MEDICAL_SOURCE.
DATA-K013,docs/AI医生/知识内容提取/提取结果/hpo/hpo_data_with_chinese.csv,MEDICAL_SOURCE,P0,HIGH,UNKNOWN,NO,P0_P1+HIGH_CLINICAL_RELEVANCE,QUARANTINED_MEDICAL_SOURCE,QUARANTINE,NOT_AUTHORITY,legal,legal|governance,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,CONFIRMED_CONSUMER,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,A6.5-NONADOPT-001;B02_FAIL_CLOSED;NOT_APPROVED_MEDICAL_SOURCE,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed. Medical-source quarantine retained; NOT_APPROVED_MEDICAL_SOURCE.
DATA-K014,docs/AI医生/知识内容提取/提取结果/hpo/hpo_data_示例_前1000条.csv,MEDICAL_SOURCE,P0,HIGH,UNKNOWN,NO,P0_P1+HIGH_CLINICAL_RELEVANCE,QUARANTINED_MEDICAL_SOURCE,QUARANTINE,NOT_AUTHORITY,legal,legal|governance,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,CONFIRMED_CONSUMER,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,A6.5-NONADOPT-001;B02_FAIL_CLOSED;NOT_APPROVED_MEDICAL_SOURCE,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed. Medical-source quarantine retained; NOT_APPROVED_MEDICAL_SOURCE.
DATA-K015,docs/AI医生/知识内容提取/提取结果/hpo/hpo_translation_template.csv,MEDICAL_SOURCE,P0,HIGH,UNKNOWN,NO,P0_P1+HIGH_CLINICAL_RELEVANCE,QUARANTINED_MEDICAL_SOURCE,QUARANTINE,NOT_AUTHORITY,legal,legal|governance,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,CONFIRMED_CONSUMER,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,A6.5-NONADOPT-001;B02_FAIL_CLOSED;NOT_APPROVED_MEDICAL_SOURCE,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed. Medical-source quarantine retained; NOT_APPROVED_MEDICAL_SOURCE.
DATA-K016,docs/AI医生/知识内容提取/提取结果/hpo/translation_cache.json,MEDICAL_SOURCE,P0,HIGH,UNKNOWN,NO,P0_P1+HIGH_CLINICAL_RELEVANCE,QUARANTINED_MEDICAL_SOURCE,QUARANTINE,NOT_AUTHORITY,legal,legal|governance,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,CONFIRMED_CONSUMER,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,A6.5-NONADOPT-001;B02_FAIL_CLOSED;NOT_APPROVED_MEDICAL_SOURCE,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed. Medical-source quarantine retained; NOT_APPROVED_MEDICAL_SOURCE.
DATA-K017,docs/AI医生/知识内容提取/提取结果/icpc/icpc_xml_chinese.csv,MEDICAL_SOURCE,P0,HIGH,UNKNOWN,NO,P0_P1+HIGH_CLINICAL_RELEVANCE,QUARANTINED_MEDICAL_SOURCE,QUARANTINE,NOT_AUTHORITY,legal,legal|governance,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,CONFIRMED_CONSUMER,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,A6.5-NONADOPT-001;B02_FAIL_CLOSED;NOT_APPROVED_MEDICAL_SOURCE,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed. Medical-source quarantine retained; NOT_APPROVED_MEDICAL_SOURCE.
DATA-K018,docs/AI医生/知识内容提取/提取结果/icpc/icpc_xml_chinese.json,MEDICAL_SOURCE,P0,HIGH,UNKNOWN,NO,P0_P1+HIGH_CLINICAL_RELEVANCE,QUARANTINED_MEDICAL_SOURCE,QUARANTINE,NOT_AUTHORITY,legal,legal|governance,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,CONFIRMED_CONSUMER,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,A6.5-NONADOPT-001;B02_FAIL_CLOSED;NOT_APPROVED_MEDICAL_SOURCE,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed. Medical-source quarantine retained; NOT_APPROVED_MEDICAL_SOURCE.
DATA-K019,docs/AI医生/知识内容提取/提取结果/icpc/translation_cache.json,MEDICAL_SOURCE,P0,HIGH,UNKNOWN,NO,P0_P1+HIGH_CLINICAL_RELEVANCE,QUARANTINED_MEDICAL_SOURCE,QUARANTINE,NOT_AUTHORITY,legal,legal|governance,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,CONFIRMED_CONSUMER,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,A6.5-NONADOPT-001;B02_FAIL_CLOSED;NOT_APPROVED_MEDICAL_SOURCE,BOARD_RECORDED,E01 board recorded from inventory metadata only; clinical body not read; physical deletion not authorized; E02 not executed. Medical-source quarantine retained; NOT_APPROVED_MEDICAL_SOURCE.
