asset_id,current_file_state,runtime_consumer_status,authority_status,replacement_status,decommission_eligibility,rollback_or_retention,evidence_pointer,owner_role,notes
DATA-K009,PRESERVED,CONFIRMED_CONSUMER,NOT_AUTHORITY,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-K010,PRESERVED,CONFIRMED_CONSUMER,NOT_AUTHORITY,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-K011,PRESERVED,CONFIRMED_CONSUMER,NOT_AUTHORITY,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-K012,PRESERVED,CONFIRMED_CONSUMER,NOT_AUTHORITY,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-K013,PRESERVED,CONFIRMED_CONSUMER,NOT_AUTHORITY,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-K014,PRESERVED,CONFIRMED_CONSUMER,NOT_AUTHORITY,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-K015,PRESERVED,CONFIRMED_CONSUMER,NOT_AUTHORITY,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-K016,PRESERVED,CONFIRMED_CONSUMER,NOT_AUTHORITY,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-K017,PRESERVED,CONFIRMED_CONSUMER,NOT_AUTHORITY,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-K018,PRESERVED,CONFIRMED_CONSUMER,NOT_AUTHORITY,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-K019,PRESERVED,CONFIRMED_CONSUMER,NOT_AUTHORITY,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-K020,PRESERVED,CONFIRMED_CONSUMER,NOT_AUTHORITY,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-K021,PRESERVED,CONFIRMED_CONSUMER,NOT_AUTHORITY,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-K022,PRESERVED,CONFIRMED_CONSUMER,NOT_AUTHORITY,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-K023,PRESERVED,CONFIRMED_CONSUMER,NOT_AUTHORITY,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-K024,PRESERVED,CONFIRMED_CONSUMER,NOT_AUTHORITY,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-K025,PRESERVED,CONFIRMED_CONSUMER,NOT_AUTHORITY,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-K026,PRESERVED,CONFIRMED_CONSUMER,NOT_AUTHORITY,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-K027,PRESERVED,CONFIRMED_CONSUMER,NOT_AUTHORITY,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-K028,PRESERVED,CONFIRMED_CONSUMER,NOT_AUTHORITY,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-K029,PRESERVED,CONFIRMED_CONSUMER,NOT_AUTHORITY,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-K030,PRESERVED,CONFIRMED_CONSUMER,NOT_AUTHORITY,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-K031,PRESERVED,CONFIRMED_CONSUMER,NOT_AUTHORITY,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,legal,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-KG001,PRESERVED,CONFIRMED_CONSUMER,REJECT_FOR_NEW_RUNTIME,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,governance,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-KG002,PRESERVED,CONFIRMED_CONSUMER,REJECT_FOR_NEW_RUNTIME,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,governance,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-KG003,PRESERVED,CONFIRMED_CONSUMER,REJECT_FOR_NEW_RUNTIME,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,governance,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-KG004,PRESERVED,CONFIRMED_CONSUMER,REJECT_FOR_NEW_RUNTIME,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,governance,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-KG005,PRESERVED,CONFIRMED_CONSUMER,REJECT_FOR_NEW_RUNTIME,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,governance,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DATA-KG006,PRESERVED,CONFIRMED_CONSUMER,REJECT_FOR_NEW_RUNTIME,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,governance,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DOC-012,PRESERVED,MAY_STILL_EXIST,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,architecture,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DOC-013,PRESERVED,MAY_STILL_EXIST,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,architecture,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DOC-014,PRESERVED,MAY_STILL_EXIST,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,architecture,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DOC-015,PRESERVED,MAY_STILL_EXIST,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,architecture,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DOC-016,PRESERVED,MAY_STILL_EXIST,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,architecture,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DOC-017,PRESERVED,MAY_STILL_EXIST,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,architecture,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DOC-018,PRESERVED,MAY_STILL_EXIST,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,architecture,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DOC-019,PRESERVED,MAY_STILL_EXIST,REJECT_FOR_NEW_RUNTIME,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,governance,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DOC-020,PRESERVED,MAY_STILL_EXIST,REJECT_FOR_NEW_RUNTIME,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,governance,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DOC-021,PRESERVED,MAY_STILL_EXIST,REJECT_FOR_NEW_RUNTIME,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,governance,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DOC-022,PRESERVED,MAY_STILL_EXIST,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,architecture,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DOC-023,PRESERVED,MAY_STILL_EXIST,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,architecture,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DOC-024,PRESERVED,MAY_STILL_EXIST,TECHNICAL_PATH_PRESERVED,EXISTING_TECHNICAL_PATH,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/legacy-eval-asset-inventory.csv,architecture,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
DOC-025,PRESERVED,MAY_STILL_EXIST,REJECT_FOR_NEW_RUNTIME,FUTURE_REBUILD_REQUIRED,NOT_ELIGIBLE_CONSUMER_PRESENT,PRESERVE_UNTIL_SEPARATE_AUTHORIZATION,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/evidence/phase-a/a6-5/a6-5-b-governance-evidence.csv,governance,Physical deletion NOT_AUTHORIZED. Consumer presence fail-closes eligibility.
