asset_id,path,asset_name,asset_category,asset_type,format,language,current_status,current_consumer,declared_owner,source_of_truth,version,last_known_usage,clinical_relevance,runtime_relevance,contract_relevance,contains_prompt_logic,contains_clinical_logic,contains_thresholds,contains_medical_sources,potential_patient_data,provenance_status,license_status,schema_status,test_coverage,duplicate_or_overlap,candidate_target,proposed_disposition,validation_level,implementation_batch,blocking_dependencies,risk_level,decision_status,required_evidence,notes
DOC-048,docs/AI医生/项目文档/9.知识演化设计/知识演化技术实现.md,知识演化技术实现,DESIGN_DOCUMENT,LEGACY_DESIGN_SPEC,MD,zh,LEGACY_ACTIVE,refactoring-planning;legacy-services,UNASSIGNED,CANDIDATE,UNKNOWN,UNKNOWN,HIGH,LOW,MED,NO,YES,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,,MAP,L0,A6.5-A,code-mapping;owner-assignment,P1,PROPOSED,document_to_code_mapping;owner;retention_decision,Primary historical design evidence source per A6.5 normative docs; not production truth
DOC-049,docs/AI医生/项目文档/9.知识演化设计/知识演化架构设计.md,知识演化架构设计,DESIGN_DOCUMENT,LEGACY_DESIGN_SPEC,MD,zh,LEGACY_ACTIVE,refactoring-planning;legacy-services,UNASSIGNED,CANDIDATE,UNKNOWN,UNKNOWN,HIGH,LOW,MED,NO,YES,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,,MAP,L0,A6.5-A,code-mapping;owner-assignment,P0,PROPOSED,document_to_code_mapping;owner;retention_decision,Primary historical design evidence source per A6.5 normative docs; not production truth
CLIN-001,clinical-parsing-service/data/vocabularies/symptom_normalization.csv,symptom_normalization,CLINICAL_KNOWLEDGE,TERMINOLOGY,CSV,data,LEGACY_ACTIVE,clinical-parsing-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,HIGH,HIGH,MED,NO,YES,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,STRUCTURALLY_PARSED_A4,NONE,NO,capabilities/adult_respiratory_v1/terminology|safety (future mapping only),MAP,L1,A6.5-B,clinical-review;license;provenance,P1,NEEDS_CLINICAL_REVIEW,provenance;license;clinical_review;owner,terminology pack candidate; A4 DATA_VERIFIED structure only
CLIN-002,clinical-parsing-service/data/vocabularies/disease_normalization.csv,disease_normalization,CLINICAL_KNOWLEDGE,TERMINOLOGY,CSV,data,LEGACY_ACTIVE,clinical-parsing-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,HIGH,HIGH,MED,NO,YES,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,STRUCTURALLY_PARSED_A4,NONE,NO,capabilities/adult_respiratory_v1/terminology|safety (future mapping only),MAP,L1,A6.5-B,clinical-review;license;provenance,P1,NEEDS_CLINICAL_REVIEW,provenance;license;clinical_review;owner,terminology pack candidate; A4 DATA_VERIFIED structure only
CLIN-003,clinical-parsing-service/data/vocabularies/medication_normalization.csv,medication_normalization,CLINICAL_KNOWLEDGE,TERMINOLOGY,CSV,data,LEGACY_ACTIVE,clinical-parsing-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,HIGH,HIGH,MED,NO,YES,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,STRUCTURALLY_PARSED_A4,NONE,NO,capabilities/adult_respiratory_v1/terminology|safety (future mapping only),MAP,L1,A6.5-B,clinical-review;license;provenance,P1,NEEDS_CLINICAL_REVIEW,provenance;license;clinical_review;owner,not approved medical source
CLIN-004,clinical-parsing-service/data/vocabularies/allergy_normalization.csv,allergy_normalization,CLINICAL_KNOWLEDGE,TERMINOLOGY,CSV,data,LEGACY_ACTIVE,clinical-parsing-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,HIGH,HIGH,MED,NO,YES,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,STRUCTURALLY_PARSED_A4,NONE,NO,capabilities/adult_respiratory_v1/terminology|safety (future mapping only),MAP,L1,A6.5-B,clinical-review;license;provenance,P1,NEEDS_CLINICAL_REVIEW,provenance;license;clinical_review;owner,not approved medical source
CLIN-005,clinical-parsing-service/data/vocabularies/examination_normalization.csv,examination_normalization,CLINICAL_KNOWLEDGE,TERMINOLOGY,CSV,data,LEGACY_ACTIVE,clinical-parsing-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,HIGH,HIGH,MED,NO,YES,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,STRUCTURALLY_PARSED_A4,NONE,NO,capabilities/adult_respiratory_v1/terminology|safety (future mapping only),MAP,L1,A6.5-B,clinical-review;license;provenance,P1,NEEDS_CLINICAL_REVIEW,provenance;license;clinical_review;owner,not approved medical source
CLIN-006,clinical-parsing-service/data/vocabularies/indicator_normalization.csv,indicator_normalization,CLINICAL_KNOWLEDGE,TERMINOLOGY,CSV,data,LEGACY_ACTIVE,clinical-parsing-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,HIGH,HIGH,MED,NO,YES,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,STRUCTURALLY_PARSED_A4,NONE,NO,capabilities/adult_respiratory_v1/terminology|safety (future mapping only),MAP,L1,A6.5-B,clinical-review;license;provenance,P1,NEEDS_CLINICAL_REVIEW,provenance;license;clinical_review;owner,not approved medical source
CLIN-007,clinical-parsing-service/data/vocabularies/ambiguity_rules.json,ambiguity_rules,CLINICAL_KNOWLEDGE,CLINICAL_RULE,JSON,data,LEGACY_ACTIVE,clinical-parsing-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,HIGH,HIGH,MED,NO,YES,UNKNOWN,UNKNOWN,NO,UNKNOWN,UNKNOWN,STRUCTURALLY_PARSED_A4,NONE,NO,capabilities/adult_respiratory_v1/terminology|safety (future mapping only),NEEDS_DECISION,L1,A6.5-B,clinical-review;license;provenance,P0,NEEDS_CLINICAL_REVIEW,provenance;license;clinical_review;owner,implicit clinical disambiguation logic; needs clinical review
CLIN-008,health-state-assessment-service/data/健康管理路径规则/健康管理路径规则.yaml,健康管理路径规则,CLINICAL_KNOWLEDGE,RULE_CONFIG,YAML,yaml,LEGACY_ACTIVE,health-state-assessment-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,HIGH,HIGH,MED,NO,YES,YES,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,,NEEDS_DECISION,L1,A6.5-B,clinical-review;owner,P0,NEEDS_CLINICAL_REVIEW,rule_semantics;population_scope;version;clinical_approval,Entry/work-mode/health-path rules; not approved for A6
CLIN-009,health-state-assessment-service/data/入口判定规则/入口判定与工作态切换规则.yaml,入口判定与工作态切换规则,CLINICAL_KNOWLEDGE,RULE_CONFIG,YAML,yaml,LEGACY_ACTIVE,health-state-assessment-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,HIGH,HIGH,MED,NO,YES,YES,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,,NEEDS_DECISION,L1,A6.5-B,clinical-review;owner,P0,NEEDS_CLINICAL_REVIEW,rule_semantics;population_scope;version;clinical_approval,Entry/work-mode/health-path rules; not approved for A6
CLIN-010,health-state-assessment-service/data/入口判定规则/入口角度统一转换规则.yaml,入口角度统一转换规则,CLINICAL_KNOWLEDGE,RULE_CONFIG,YAML,yaml,LEGACY_ACTIVE,health-state-assessment-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,HIGH,HIGH,MED,NO,YES,YES,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,,NEEDS_DECISION,L1,A6.5-B,clinical-review;owner,P0,NEEDS_CLINICAL_REVIEW,rule_semantics;population_scope;version;clinical_approval,Entry/work-mode/health-path rules; not approved for A6
CLIN-020,health-state-assessment-service/app/rules/red_flag_rules.py,red_flag_rules,CLINICAL_KNOWLEDGE,CLINICAL_LOGIC_CODE,PY,py/yaml,LEGACY_ACTIVE,health-state-assessment-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,HIGH,HIGH,MED,NO,YES,YES,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,,QUARANTINE,L2,A6.5-A,clinical-review;safety-review,P0,NEEDS_CLINICAL_REVIEW,clinical_policy_extraction;negative_tests;owner,Must not be auto-approved into Capability Package
CLIN-021,health-state-assessment-service/app/rules/risk_screening_rules.py,risk_screening_rules,CLINICAL_KNOWLEDGE,CLINICAL_LOGIC_CODE,PY,py/yaml,LEGACY_ACTIVE,health-state-assessment-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,HIGH,HIGH,MED,NO,YES,YES,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,,QUARANTINE,L2,A6.5-A,clinical-review;safety-review,P0,NEEDS_CLINICAL_REVIEW,clinical_policy_extraction;negative_tests;owner,Must not be auto-approved into Capability Package
CLIN-022,health-state-assessment-service/app/rules/severity_rules.py,severity_rules,CLINICAL_KNOWLEDGE,CLINICAL_LOGIC_CODE,PY,py/yaml,LEGACY_ACTIVE,health-state-assessment-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,HIGH,HIGH,MED,NO,YES,YES,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,,QUARANTINE,L2,A6.5-A,clinical-review;safety-review,P0,NEEDS_CLINICAL_REVIEW,clinical_policy_extraction;negative_tests;owner,Must not be auto-approved into Capability Package
CLIN-023,health-state-assessment-service/app/rules/work_mode_rules.py,work_mode_rules,CLINICAL_KNOWLEDGE,CLINICAL_LOGIC_CODE,PY,py/yaml,LEGACY_ACTIVE,health-state-assessment-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,HIGH,HIGH,MED,NO,YES,YES,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,,NEEDS_DECISION,L2,A6.5-B,clinical-review;safety-review,P1,NEEDS_CLINICAL_REVIEW,clinical_policy_extraction;negative_tests;owner,Must not be auto-approved into Capability Package
CLIN-024,health-state-assessment-service/app/rules/wellness_plan_rules.py,wellness_plan_rules,CLINICAL_KNOWLEDGE,CLINICAL_LOGIC_CODE,PY,py/yaml,LEGACY_ACTIVE,health-state-assessment-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,HIGH,HIGH,MED,NO,YES,YES,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,,NEEDS_DECISION,L2,A6.5-B,clinical-review;safety-review,P1,NEEDS_CLINICAL_REVIEW,clinical_policy_extraction;negative_tests;owner,Must not be auto-approved into Capability Package
CLIN-025,risk-assessment-service/app/services/triage_engine.py,triage_engine,CLINICAL_KNOWLEDGE,CLINICAL_LOGIC_CODE,PY,py/yaml,LEGACY_ACTIVE,risk-assessment-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,HIGH,HIGH,MED,NO,YES,YES,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,,QUARANTINE,L2,A6.5-A,clinical-review;safety-review,P0,NEEDS_CLINICAL_REVIEW,clinical_policy_extraction;negative_tests;owner,Must not be auto-approved into Capability Package
CLIN-026,risk-assessment-service/app/services/upgrade_rule_engine.py,upgrade_rule_engine,CLINICAL_KNOWLEDGE,CLINICAL_LOGIC_CODE,PY,py/yaml,LEGACY_ACTIVE,risk-assessment-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,HIGH,HIGH,MED,NO,YES,YES,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,,QUARANTINE,L2,A6.5-A,clinical-review;safety-review,P0,NEEDS_CLINICAL_REVIEW,clinical_policy_extraction;negative_tests;owner,Must not be auto-approved into Capability Package
CLIN-027,dialog-service/app/identifiers/information_gap_identifier.py,information_gap_identifier,CLINICAL_KNOWLEDGE,CLINICAL_LOGIC_CODE,PY,py/yaml,LEGACY_ACTIVE,dialog-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,HIGH,HIGH,MED,NO,YES,YES,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,,NEEDS_DECISION,L2,A6.5-B,clinical-review;safety-review,P1,NEEDS_CLINICAL_REVIEW,clinical_policy_extraction;negative_tests;owner,Must not be auto-approved into Capability Package
CLIN-028,dialog-service/app/core/nlg.py,dialog_nlg,CLINICAL_KNOWLEDGE,CLINICAL_LOGIC_CODE,PY,py/yaml,LEGACY_ACTIVE,dialog-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,HIGH,HIGH,MED,YES,YES,YES,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,,NEEDS_DECISION,L2,A6.5-B,clinical-review;safety-review,P1,NEEDS_CLINICAL_REVIEW,clinical_policy_extraction;negative_tests;owner,Must not be auto-approved into Capability Package
CLIN-029,diagnosis-engine-service/data/问题清单/结构化问题清单模板.yaml,structured_question_template,CLINICAL_KNOWLEDGE,CLINICAL_LOGIC_CODE,YAML,py/yaml,LEGACY_ACTIVE,diagnosis-engine-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,HIGH,HIGH,MED,NO,YES,YES,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,,NEEDS_DECISION,L2,A6.5-B,clinical-review;safety-review,P1,NEEDS_CLINICAL_REVIEW,clinical_policy_extraction;negative_tests;owner,Must not be auto-approved into Capability Package
PROMPT-001,common/aidoctor_llm/prompt_manager.py,common_prompt_manager,PROMPT,PROMPT_ASSET,PY,prompt,LEGACY_ACTIVE,common,UNASSIGNED,NO,UNKNOWN,UNKNOWN,HIGH,HIGH,HIGH,YES,YES,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,A7 PromptSpec/Prompt Registry (future); A6 prompt_allowlist mapping only,NEEDS_DECISION,L2,A6.5-A,prompt-governance;phi-boundary;a7-runtime,P0,NEEDS_EVIDENCE,caller_map;input_fields;output_schema;phi_boundary;version,A2 confirmed CODE_CONFIRMED; no Prompt Release; path injection specially blocked
PROMPT-002,diagnosis-engine-service/app/utils/prompt_templates.py,engine_prompt_templates_py,PROMPT,PROMPT_ASSET,PY,prompt,LEGACY_ACTIVE,diagnosis-engine-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,HIGH,HIGH,HIGH,YES,YES,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,A7 PromptSpec/Prompt Registry (future); A6 prompt_allowlist mapping only,NEEDS_DECISION,L2,A6.5-A,prompt-governance;phi-boundary;a7-runtime,P0,NEEDS_EVIDENCE,caller_map;input_fields;output_schema;phi_boundary;version,A2 confirmed CODE_CONFIRMED; no Prompt Release; path injection specially blocked
PROMPT-003,diagnosis-engine-service/app/config/prompt_templates/diagnosis_reasoning.jinja2,diagnosis_reasoning_prompt,PROMPT,PROMPT_ASSET,JINJA2,prompt,LEGACY_ACTIVE,diagnosis-engine-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,HIGH,HIGH,HIGH,YES,YES,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,A7 PromptSpec/Prompt Registry (future); A6 prompt_allowlist mapping only,NEEDS_DECISION,L2,A6.5-A,prompt-governance;phi-boundary;a7-runtime,P0,NEEDS_EVIDENCE,caller_map;input_fields;output_schema;phi_boundary;version,A2 confirmed CODE_CONFIRMED; no Prompt Release; path injection specially blocked
PROMPT-004,diagnosis-engine-service/app/config/prompt_templates/path_injection.jinja2,path_injection_prompt,PROMPT,PROMPT_ASSET,JINJA2,prompt,LEGACY_ACTIVE,diagnosis-engine-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,HIGH,HIGH,HIGH,YES,YES,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,A7 PromptSpec/Prompt Registry (future); A6 prompt_allowlist mapping only,NEEDS_DECISION,L2,A6.5-A,prompt-governance;phi-boundary;a7-runtime,P0,NEEDS_HUMAN_DECISION,caller_map;input_fields;output_schema;phi_boundary;version,A2 confirmed CODE_CONFIRMED; no Prompt Release; path injection specially blocked
PROMPT-005,diagnosis-engine-service/app/config/prompt_templates/question_generation.jinja2,question_generation_prompt,PROMPT,PROMPT_ASSET,JINJA2,prompt,LEGACY_ACTIVE,diagnosis-engine-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,MED,HIGH,HIGH,YES,YES,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,A7 PromptSpec/Prompt Registry (future); A6 prompt_allowlist mapping only,NEEDS_DECISION,L2,A6.5-B,prompt-governance;phi-boundary;a7-runtime,P1,NEEDS_EVIDENCE,caller_map;input_fields;output_schema;phi_boundary;version,A2 confirmed CODE_CONFIRMED; no Prompt Release; path injection specially blocked
PROMPT-006,diagnosis-engine-service/app/config/prompt_templates/explanation_generation.jinja2,explanation_generation_prompt,PROMPT,PROMPT_ASSET,JINJA2,prompt,LEGACY_ACTIVE,diagnosis-engine-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,MED,HIGH,HIGH,YES,YES,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,A7 PromptSpec/Prompt Registry (future); A6 prompt_allowlist mapping only,NEEDS_DECISION,L2,A6.5-B,prompt-governance;phi-boundary;a7-runtime,P1,NEEDS_EVIDENCE,caller_map;input_fields;output_schema;phi_boundary;version,A2 confirmed CODE_CONFIRMED; no Prompt Release; path injection specially blocked
PROMPT-007,diagnosis-engine-service/app/config/prompt_templates/templates.yaml,prompt_templates_registry,PROMPT,PROMPT_ASSET,YAML,prompt,LEGACY_ACTIVE,diagnosis-engine-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,MED,HIGH,HIGH,YES,YES,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,A7 PromptSpec/Prompt Registry (future); A6 prompt_allowlist mapping only,NEEDS_DECISION,L2,A6.5-B,prompt-governance;phi-boundary;a7-runtime,P1,NEEDS_EVIDENCE,caller_map;input_fields;output_schema;phi_boundary;version,A2 confirmed CODE_CONFIRMED; no Prompt Release; path injection specially blocked
PROMPT-008,health-state-assessment-service/app/services/nlu/prompt_manager.py,hsa_nlu_prompt_manager,PROMPT,PROMPT_ASSET,PY,prompt,LEGACY_ACTIVE,health-state-assessment-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,HIGH,HIGH,HIGH,YES,YES,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,A7 PromptSpec/Prompt Registry (future); A6 prompt_allowlist mapping only,NEEDS_DECISION,L2,A6.5-A,prompt-governance;phi-boundary;a7-runtime,P0,NEEDS_EVIDENCE,caller_map;input_fields;output_schema;phi_boundary;version,A2 confirmed CODE_CONFIRMED; no Prompt Release; path injection specially blocked
PROMPT-009,dialog-service/app/utils/prompt_manager.py,dialog_prompt_manager,PROMPT,PROMPT_ASSET,PY,prompt,LEGACY_ACTIVE,dialog-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,MED,HIGH,HIGH,YES,YES,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,A7 PromptSpec/Prompt Registry (future); A6 prompt_allowlist mapping only,NEEDS_DECISION,L2,A6.5-B,prompt-governance;phi-boundary;a7-runtime,P1,NEEDS_EVIDENCE,caller_map;input_fields;output_schema;phi_boundary;version,A2 confirmed CODE_CONFIRMED; no Prompt Release; path injection specially blocked
PROMPT-010,dialog-service/app/core/nlu.py,dialog_nlu_prompts,PROMPT,PROMPT_ASSET,PY,prompt,LEGACY_ACTIVE,dialog-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,MED,HIGH,HIGH,YES,YES,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,A7 PromptSpec/Prompt Registry (future); A6 prompt_allowlist mapping only,NEEDS_DECISION,L2,A6.5-B,prompt-governance;phi-boundary;a7-runtime,P1,NEEDS_EVIDENCE,caller_map;input_fields;output_schema;phi_boundary;version,A2 confirmed CODE_CONFIRMED; no Prompt Release; path injection specially blocked
PROMPT-011,explanation-service/app/builders/explanation_generator.py,explanation_generator_prompts,PROMPT,PROMPT_ASSET,PY,prompt,LEGACY_ACTIVE,explanation-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,MED,HIGH,HIGH,YES,YES,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,A7 PromptSpec/Prompt Registry (future); A6 prompt_allowlist mapping only,NEEDS_DECISION,L2,A6.5-B,prompt-governance;phi-boundary;a7-runtime,P1,NEEDS_EVIDENCE,caller_map;input_fields;output_schema;phi_boundary;version,A2 confirmed CODE_CONFIRMED; no Prompt Release; path injection specially blocked
PROMPT-012,docs/refactoring/evidence/phase-a/a2/prompt-inventory.csv,a2_prompt_inventory,PROMPT,PROMPT_ASSET,CSV,prompt,LEGACY_ACTIVE,docs,UNASSIGNED,NO,UNKNOWN,UNKNOWN,MED,HIGH,HIGH,YES,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,A7 PromptSpec/Prompt Registry (future); A6 prompt_allowlist mapping only,MAP,L2,A6.5-B,prompt-governance;phi-boundary;a7-runtime,P2,NEEDS_EVIDENCE,caller_map;input_fields;output_schema;phi_boundary;version,A2 confirmed CODE_CONFIRMED; no Prompt Release; path injection specially blocked
PROMPT-013,docs/AI医生/知识内容提取/提取脚本/merge_hpo_chinese.py,hpo_translation_prompt_script,PROMPT,PROMPT_ASSET,PY,prompt,LEGACY_ACTIVE,docs,UNASSIGNED,NO,UNKNOWN,UNKNOWN,MED,HIGH,HIGH,YES,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,A7 PromptSpec/Prompt Registry (future); A6 prompt_allowlist mapping only,NEEDS_DECISION,L2,A6.5-B,prompt-governance;phi-boundary;a7-runtime,P2,NEEDS_EVIDENCE,caller_map;input_fields;output_schema;phi_boundary;version,A2 confirmed CODE_CONFIRMED; no Prompt Release; path injection specially blocked
PROMPT-014,docs/AI医生/知识内容提取/提取脚本/parse_and_translate_icpc_xml.py,icpc_translation_prompt_script,PROMPT,PROMPT_ASSET,PY,prompt,LEGACY_ACTIVE,docs,UNASSIGNED,NO,UNKNOWN,UNKNOWN,MED,HIGH,HIGH,YES,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,A7 PromptSpec/Prompt Registry (future); A6 prompt_allowlist mapping only,NEEDS_DECISION,L2,A6.5-B,prompt-governance;phi-boundary;a7-runtime,P2,NEEDS_EVIDENCE,caller_map;input_fields;output_schema;phi_boundary;version,A2 confirmed CODE_CONFIRMED; no Prompt Release; path injection specially blocked
PROMPT-015,docs/AI医生/知识内容提取/提取脚本/translate_icpc_chinese.py,icpc_translate_prompt_script,PROMPT,PROMPT_ASSET,PY,prompt,LEGACY_ACTIVE,docs,UNASSIGNED,NO,UNKNOWN,UNKNOWN,MED,HIGH,HIGH,YES,UNKNOWN,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,A7 PromptSpec/Prompt Registry (future); A6 prompt_allowlist mapping only,NEEDS_DECISION,L2,A6.5-B,prompt-governance;phi-boundary;a7-runtime,P2,NEEDS_EVIDENCE,caller_map;input_fields;output_schema;phi_boundary;version,A2 confirmed CODE_CONFIRMED; no Prompt Release; path injection specially blocked
MODEL-001,common/aidoctor_llm/llm_client.py,llm_client,MODEL_INFERENCE,MODEL_CONFIG_OR_ADAPTER,PY,py/yaml,LEGACY_ACTIVE,common,UNASSIGNED,NO,UNKNOWN,UNKNOWN,MED,HIGH,HIGH,NO,NO,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,A7 ModelSpec/ModelRoutePolicy/Model Gateway,MAP,L1,A6.5-C,a7-runtime;secret-manager,P1,NEEDS_EVIDENCE,model_version;route;fallback;phi_egress_policy,dynamic provider selection; no ModelSpec
MODEL-002,common/aidoctor_llm/config.py,llm_config,MODEL_INFERENCE,MODEL_CONFIG_OR_ADAPTER,PY,py/yaml,LEGACY_ACTIVE,common,UNASSIGNED,NO,UNKNOWN,UNKNOWN,MED,HIGH,HIGH,NO,NO,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,A7 ModelSpec/ModelRoutePolicy/Model Gateway,MAP,L1,A6.5-C,a7-runtime;secret-manager,P1,NEEDS_EVIDENCE,model_version;route;fallback;phi_egress_policy,env-driven model config
MODEL-003,diagnosis-engine-service/app/config/settings.py,engine_settings,MODEL_INFERENCE,MODEL_CONFIG_OR_ADAPTER,PY,py/yaml,LEGACY_ACTIVE,diagnosis-engine-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,MED,HIGH,HIGH,NO,NO,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,A7 ModelSpec/ModelRoutePolicy/Model Gateway,MAP,L1,A6.5-C,a7-runtime;secret-manager,P1,NEEDS_EVIDENCE,model_version;route;fallback;phi_egress_policy,model/route settings
MODEL-004,diagnosis-engine-service/app/engines/llm_engine.py,llm_engine,MODEL_INFERENCE,MODEL_CONFIG_OR_ADAPTER,PY,py/yaml,LEGACY_ACTIVE,diagnosis-engine-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,MED,HIGH,HIGH,NO,NO,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,A7 ModelSpec/ModelRoutePolicy/Model Gateway,MAP,L1,A6.5-C,a7-runtime;secret-manager,P1,NEEDS_EVIDENCE,model_version;route;fallback;phi_egress_policy,legacy LLM engine
MODEL-005,diagnosis-engine-service/app/multi-engine-fusion/llm_engine.py,fusion_llm_engine,MODEL_INFERENCE,MODEL_CONFIG_OR_ADAPTER,PY,py/yaml,LEGACY_ACTIVE,diagnosis-engine-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,MED,HIGH,HIGH,NO,NO,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,YES,A7 ModelSpec/ModelRoutePolicy/Model Gateway,MAP,L1,A6.5-C,a7-runtime;secret-manager,P1,NEEDS_EVIDENCE,model_version;route;fallback;phi_egress_policy,duplicate/overlap with engines/llm_engine
MODEL-006,health-state-assessment-service/app/services/nlu/ner_model.py,ner_model_loader,MODEL_INFERENCE,MODEL_CONFIG_OR_ADAPTER,PY,py/yaml,LEGACY_ACTIVE,health-state-assessment-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,MED,HIGH,HIGH,NO,NO,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,A7 ModelSpec/ModelRoutePolicy/Model Gateway,MAP,L1,A6.5-C,a7-runtime;secret-manager,P1,NEEDS_EVIDENCE,model_version;route;fallback;phi_egress_policy,NER_MODEL_NAME driven
MODEL-007,ocr-service/app/services/ocr_service.py,ocr_service,MODEL_INFERENCE,MODEL_CONFIG_OR_ADAPTER,PY,py/yaml,LEGACY_ACTIVE,ocr-service,UNASSIGNED,NO,UNKNOWN,UNKNOWN,MED,HIGH,HIGH,NO,NO,NO,NO,NO,UNKNOWN,UNKNOWN,UNKNOWN,NONE,NO,A7 ModelSpec/ModelRoutePolicy/Model Gateway,MAP,L1,A6.5-C,a7-runtime;secret-manager,P1,NEEDS_EVIDENCE,model_version;route;fallback;phi_egress_policy,Tesseract; PHI-capable inputs
