asset_id,asset_path,writeback_source,authority_class,migration_label,coverage_label,runtime_adoption,replacement_status,physical_file,in_e01_board,in_e02_historical_seed,evidence_pointer,notes
DATA-K007,docs/AI医生/知识内容提取/源数据/归档/icd10cm-table and index-2026/icd10cm-index-2026.xml,E01_BOARD,QUARANTINED_MEDICAL_SOURCE,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-K008,docs/AI医生/知识内容提取/源数据/归档/icd10cm-table and index-2026/icd10cm-neoplasm-2026.xml,E01_BOARD,QUARANTINED_MEDICAL_SOURCE,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-K009,docs/AI医生/知识内容提取/源数据/归档/icd10cm-table and index-2026/icd10cm-tabular-2026.xml,E01_BOARD,QUARANTINED_MEDICAL_SOURCE,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-K010,docs/AI医生/知识内容提取/提取结果/hpo/hpo_chinese_mapping.csv,E01_BOARD,QUARANTINED_MEDICAL_SOURCE,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-K011,docs/AI医生/知识内容提取/提取结果/hpo/hpo_data.csv,E01_BOARD,QUARANTINED_MEDICAL_SOURCE,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-K012,docs/AI医生/知识内容提取/提取结果/hpo/hpo_data.json,E01_BOARD,QUARANTINED_MEDICAL_SOURCE,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-K013,docs/AI医生/知识内容提取/提取结果/hpo/hpo_data_with_chinese.csv,E01_BOARD,QUARANTINED_MEDICAL_SOURCE,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-K014,docs/AI医生/知识内容提取/提取结果/hpo/hpo_data_示例_前1000条.csv,E01_BOARD,QUARANTINED_MEDICAL_SOURCE,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-K015,docs/AI医生/知识内容提取/提取结果/hpo/hpo_translation_template.csv,E01_BOARD,QUARANTINED_MEDICAL_SOURCE,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-K016,docs/AI医生/知识内容提取/提取结果/hpo/translation_cache.json,E01_BOARD,QUARANTINED_MEDICAL_SOURCE,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-K017,docs/AI医生/知识内容提取/提取结果/icpc/icpc_xml_chinese.csv,E01_BOARD,QUARANTINED_MEDICAL_SOURCE,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-K018,docs/AI医生/知识内容提取/提取结果/icpc/icpc_xml_chinese.json,E01_BOARD,QUARANTINED_MEDICAL_SOURCE,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-K019,docs/AI医生/知识内容提取/提取结果/icpc/translation_cache.json,E01_BOARD,QUARANTINED_MEDICAL_SOURCE,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-K020,docs/AI医生/知识内容提取/提取结果/归档/icd10/icd10cm_chinese_mapping.csv,E01_BOARD,QUARANTINED_MEDICAL_SOURCE,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-K021,docs/AI医生/知识内容提取/提取结果/归档/icd10/icd10cm_chinese_mapping.json,E01_BOARD,QUARANTINED_MEDICAL_SOURCE,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-K022,docs/AI医生/知识内容提取/提取结果/归档/icd10/icd10cm_disease_catalog.csv,E01_BOARD,QUARANTINED_MEDICAL_SOURCE,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-K023,docs/AI医生/知识内容提取/提取结果/归档/icd10/icd10cm_disease_catalog.json,E01_BOARD,QUARANTINED_MEDICAL_SOURCE,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-K024,docs/AI医生/知识内容提取/提取结果/归档/icd10/icd10cm_disease_catalog_summary.json,E01_BOARD,QUARANTINED_MEDICAL_SOURCE,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-K025,docs/AI医生/知识内容提取/提取结果/归档/icd10/icd10cm_disease_catalog_tree.json,E01_BOARD,QUARANTINED_MEDICAL_SOURCE,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-K026,docs/AI医生/知识内容提取/提取结果/归档/icd10/icd10cm_disease_catalog_zh_en.csv,E01_BOARD,QUARANTINED_MEDICAL_SOURCE,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-K027,docs/AI医生/知识内容提取/提取结果/贝茨/outline.json,E01_BOARD,QUARANTINED_MEDICAL_SOURCE,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-K028,docs/AI医生/知识内容提取/提取结果/贝茨/outline_health_history_only.json,E01_BOARD,QUARANTINED_MEDICAL_SOURCE,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-K029,docs/AI医生/知识内容提取/提取结果/贝茨/outline_with_end.json,E01_BOARD,QUARANTINED_MEDICAL_SOURCE,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-K030,docs/AI医生/知识内容提取/提取结果/贝茨/《贝茨体格检查和病史采集指南》目录结构表（中英对照 + 页码）.md,E01_BOARD,QUARANTINED_MEDICAL_SOURCE,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-K031,docs/AI医生/知识内容提取/提取结果/贝茨/《贝茨体格检查和病史采集指南》目录结构表（中英对照）.md,E01_BOARD,QUARANTINED_MEDICAL_SOURCE,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-KG001,knowledge-management-service/app/services/schema_service.py,E01_BOARD,LEGACY_CLINICAL,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-KG002,knowledge-management-service/app/utils/neo4j_client.py,E01_BOARD,LEGACY_CLINICAL,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-KG003,knowledge-management-service/app/services/kg_import_service.py,E01_BOARD,LEGACY_CLINICAL,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-KG004,diagnosis-engine-service/app/kg-reasoning-engine/path_retriever.py,E01_BOARD,LEGACY_CLINICAL,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-KG005,diagnosis-engine-service/app/kg-reasoning-engine/path_injector.py,E01_BOARD,LEGACY_CLINICAL,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DATA-KG006,diagnosis-engine-service/app/kg-reasoning-engine/kg_reasoning_engine.py,E01_BOARD,LEGACY_CLINICAL,NOT_MIGRATED,NOT_AUTHORITY,NOT_RUNTIME_ADOPTED,FUTURE_REBUILD_REQUIRED,PRESERVED,YES,NO,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DOC-001,docs/AI医生/项目文档/0.文档索引/全局文档索引.md,INVENTORY_DURABLE_DISPOSITION,NON_CLINICAL_RETAINED,KEEP_READ_ONLY,TECHNICAL_COVERAGE_PRESERVED,EVIDENCE_ONLY,EXISTING_TECHNICAL_PATH,PRESERVED,NO,YES,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DOC-002,docs/AI医生/项目文档/0.文档索引/按场景索引.md,INVENTORY_DURABLE_DISPOSITION,NON_CLINICAL_RETAINED,KEEP_READ_ONLY,TECHNICAL_COVERAGE_PRESERVED,EVIDENCE_ONLY,EXISTING_TECHNICAL_PATH,PRESERVED,NO,YES,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DOC-003,docs/AI医生/项目文档/0.文档索引/按角色索引.md,INVENTORY_DURABLE_DISPOSITION,NON_CLINICAL_RETAINED,KEEP_READ_ONLY,TECHNICAL_COVERAGE_PRESERVED,EVIDENCE_ONLY,EXISTING_TECHNICAL_PATH,PRESERVED,NO,YES,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DOC-004,docs/AI医生/项目文档/1.系统概述/AI医生系统 - 系统定位与核心理念.md,INVENTORY_DURABLE_DISPOSITION,NON_CLINICAL_RETAINED,KEEP_READ_ONLY,TECHNICAL_COVERAGE_PRESERVED,EVIDENCE_ONLY,EXISTING_TECHNICAL_PATH,PRESERVED,NO,YES,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DOC-005,docs/AI医生/项目文档/1.系统概述/整体架构概述.md,INVENTORY_DURABLE_DISPOSITION,NON_CLINICAL_RETAINED,KEEP_READ_ONLY,TECHNICAL_COVERAGE_PRESERVED,EVIDENCE_ONLY,EXISTING_TECHNICAL_PATH,PRESERVED,NO,YES,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DOC-006,docs/AI医生/项目文档/1.系统概述/核心概念与术语.md,INVENTORY_DURABLE_DISPOSITION,NON_CLINICAL_RETAINED,KEEP_READ_ONLY,TECHNICAL_COVERAGE_PRESERVED,EVIDENCE_ONLY,EXISTING_TECHNICAL_PATH,PRESERVED,NO,YES,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DOC-007,docs/AI医生/项目文档/1.系统概述/系统定位与核心理念.md,INVENTORY_DURABLE_DISPOSITION,NON_CLINICAL_RETAINED,KEEP_READ_ONLY,TECHNICAL_COVERAGE_PRESERVED,EVIDENCE_ONLY,EXISTING_TECHNICAL_PATH,PRESERVED,NO,YES,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
DOC-008,docs/AI医生/项目文档/10.实现与部署/技术栈选型.md,INVENTORY_DURABLE_DISPOSITION,NON_CLINICAL_RETAINED,KEEP_READ_ONLY,TECHNICAL_COVERAGE_PRESERVED,EVIDENCE_ONLY,EXISTING_TECHNICAL_PATH,PRESERVED,NO,YES,docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-asset-inventory.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-e01-disposition-board.csv;docs/refactoring/plans/phase-a/a6-5/a6-5-legacy-clinical-non-adoption-strategy.md;docs/refactoring/plans/phase-a/a6-5/legacy-asset-decommission-register.csv,E02 matrix write-back only. No physical delete. No E02 clinical body read. A6.5 Exit not executed.
