service,contract_name,file_path,type_kind,fields_summary,typed_or_untyped,producer,consumer,versioned,validation,error_semantics,cdp_read,cdp_write,evidence_level,target_contract_candidate,notes
explanation-service,CdpReference,explanation-service/app/models/tool_context.py:9,Pydantic model,cdp_id:str;version:int;read_fields:List[str],typed (nested dict/Any may remain),explanation-service,explanation-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,YES,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
explanation-service,AgentStateSummary,explanation-service/app/models/tool_context.py:16,Pydantic model,current_step:int;work_mode:str,typed (nested dict/Any may remain),explanation-service,explanation-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
explanation-service,Constraints,explanation-service/app/models/tool_context.py:22,Pydantic model,max_time_seconds:int;max_cost:float;risk_level_limit:Optional[str],typed (nested dict/Any may remain),explanation-service,explanation-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
explanation-service,ToolContext,explanation-service/app/models/tool_context.py:29,Pydantic model,"trace_id:str;cdp_reference:CdpReference;agent_state_summary:AgentStateSummary;constraints:Constraints;call_params:Dict[str, Any]",typed (nested dict/Any may remain),HTTP caller or agent,explanation-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,YES,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
explanation-service,Evidence,explanation-service/app/models/tool_result.py:9,Pydantic model,source:str;reference:str;strength:str;affected_direction:Optional[str];evidence_direction:Optional[str];evidence_name:Optional[str],typed (nested dict/Any may remain),explanation-service,explanation-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
explanation-service,Quality,explanation-service/app/models/tool_result.py:19,Pydantic model,confidence:float;completeness:float;accuracy:Optional[float],typed (nested dict/Any may remain),explanation-service,explanation-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
explanation-service,SuggestedWrite,explanation-service/app/models/tool_result.py:26,Pydantic model,field_path:str;value:Any;reason:str,typed (nested dict/Any may remain),explanation-service,explanation-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,suggested only,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
explanation-service,ErrorInfo,explanation-service/app/models/tool_result.py:33,Pydantic model,"error_type:str;error_message:str;error_details:Dict[str, Any]",typed (nested dict/Any may remain),explanation-service,explanation-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
explanation-service,ToolResult,explanation-service/app/models/tool_result.py:40,Pydantic model,"trace_id:str;tool_id:str;status:str;payload:Dict[str, Any];evidence:List[Evidence];quality:Quality;suggested_writes:List[SuggestedWrite];errors:List[ErrorInfo];duration_ms:int;metadata:Dict[str, Any]",typed (nested dict/Any may remain),explanation-service,HTTP caller or agent,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,suggested only,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
health-state-assessment-service,NLUConfig,health-state-assessment-service/app/config/settings.py:14,Pydantic model,use_llm:bool;llm_backend:str;llm_model:str;llm_temperature:float;llm_timeout:int;llm_max_tokens:int;llm_max_retries:int;openai_api_key:Optional[str];openai_base_url:Optional[str];chatglm_api_url:Optional[str];chatglm_api_key:Optional[str];ollama_base_url:str;ollama_model:str;custom_api_url:Optional[str];custom_api_key:Optional[str];use_clinical_parser:bool;clinical_parser_url:str;clinical_parser_timeout:int;enable_fallback:bool;fallback_threshold:float;use_ner:bool;ner_model_name:Optional[str];ner_device:Optional[str];use_onnx:bool;fusion_strategy:str,typed (nested dict/Any may remain),environment/config,health-state-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
health-state-assessment-service,Settings,health-state-assessment-service/app/config/settings.py:65,Pydantic model,app_name:str;app_version:str;nlu:NLUConfig,typed (nested dict/Any may remain),environment/config,health-state-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
health-state-assessment-service,SymptomInfo,health-state-assessment-service/app/models/entry_assessment.py:9,Pydantic model,"original_text:str;standard_term:str;cui:Optional[str];temporal_info:Dict[str, Any];severity:Optional[str];location:Optional[str];context:Dict[str, Any]",typed (nested dict/Any may remain),health-state-assessment-service,health-state-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
health-state-assessment-service,ConcernInfo,health-state-assessment-service/app/models/entry_assessment.py:20,Pydantic model,type:str;description:str;severity:str;confidence:float,typed (nested dict/Any may remain),health-state-assessment-service,health-state-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
health-state-assessment-service,SymptomIdentificationResult,health-state-assessment-service/app/models/entry_assessment.py:28,Pydantic model,"status:str;symptoms:List[SymptomInfo];concerns:List[ConcernInfo];confidence:float;reasoning:str;context_analysis:Dict[str, Any]",typed (nested dict/Any may remain),health-state-assessment-service,health-state-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
health-state-assessment-service,SituationJudgmentResult,health-state-assessment-service/app/models/entry_assessment.py:38,Pydantic model,"status:str;confidence:float;reasoning:str;symptoms:List[SymptomInfo];concerns:List[ConcernInfo];context_analysis:Dict[str, Any]",typed (nested dict/Any may remain),health-state-assessment-service,health-state-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
health-state-assessment-service,ClarificationOption,health-state-assessment-service/app/models/entry_assessment.py:49,Pydantic model,id:str;text:str;description:Optional[str],typed (nested dict/Any may remain),health-state-assessment-service,health-state-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
health-state-assessment-service,ClarificationQuestion,health-state-assessment-service/app/models/entry_assessment.py:56,Pydantic model,question:str;question_type:str;options:List[ClarificationOption];reasoning:str,typed (nested dict/Any may remain),health-state-assessment-service,health-state-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
health-state-assessment-service,ClarificationResult,health-state-assessment-service/app/models/entry_assessment.py:64,Pydantic model,direction:str;confidence:float;reasoning:str;clarified:bool;user_answer:Optional[str],typed (nested dict/Any may remain),health-state-assessment-service,health-state-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
health-state-assessment-service,IntentResult,health-state-assessment-service/app/models/nlu.py:8,Pydantic model,"intent:str;confidence:float;reasoning:str;has_screening_intent:bool;has_symptom_intent:bool;details:Dict[str, Any]",typed (nested dict/Any may remain),health-state-assessment-service,health-state-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
health-state-assessment-service,SymptomEntity,health-state-assessment-service/app/models/nlu.py:18,Pydantic model,"original_text:str;standard_term:str;cui:Optional[str];confidence:float;context:Dict[str, Any];location:Optional[str];severity:Optional[str];duration:Optional[str];frequency:Optional[str]",typed (nested dict/Any may remain),health-state-assessment-service,health-state-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
health-state-assessment-service,EntityResult,health-state-assessment-service/app/models/nlu.py:31,Pydantic model,"symptoms:List[SymptomEntity];basic_info:Dict[str, Any];vital_signs:Dict[str, Any];temporal_info:Dict[str, Any];severity_info:Dict[str, Any];entities:List[Dict]",typed (nested dict/Any may remain),health-state-assessment-service,health-state-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
health-state-assessment-service,HealthStateAssessmentRequest,health-state-assessment-service/app/models/request.py:7,Pydantic model,"userId:str;cdpId:Optional[str];userInput:Optional[str];basicInfo:Optional[Dict[str, Any]];symptoms:Optional[List[str]];vitalSigns:Optional[Dict[str, Any]]",typed (nested dict/Any may remain),HTTP caller or agent,health-state-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
health-state-assessment-service,WellnessPlan,health-state-assessment-service/app/models/response.py:7,Pydantic model,riskManagement:str;lifestyleAdvice:str;followUpPlan:str,typed (nested dict/Any may remain),health-state-assessment-service,health-state-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
health-state-assessment-service,EntryAssessmentResult,health-state-assessment-service/app/models/response.py:13,Pydantic model,"userInput:str;hasSymptom:bool;symptomStatus:str;symptoms:List[str];concerns:List[str];clarificationNeeded:bool;clarificationResult:Optional[Dict[str, Any]];redFlagsHit:bool;redFlagsList:List[str];pathSelected:str",typed (nested dict/Any may remain),health-state-assessment-service,health-state-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
health-state-assessment-service,HealthStateAssessmentResponse,health-state-assessment-service/app/models/response.py:26,Pydantic model,entryAssessment:Optional[EntryAssessmentResult];needsClinicalMode:bool;workMode:str;riskLevel:str;assessmentReason:str;redFlags:Optional[List[str]];wellnessPlan:Optional[WellnessPlan];cdpId:str,typed (nested dict/Any may remain),health-state-assessment-service,HTTP caller or agent,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
health-state-assessment-service,CdpReference,health-state-assessment-service/app/models/tool_context.py:9,Pydantic model,cdp_id:str;version:int;read_fields:List[str],typed (nested dict/Any may remain),health-state-assessment-service,health-state-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,YES,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
health-state-assessment-service,AgentStateSummary,health-state-assessment-service/app/models/tool_context.py:16,Pydantic model,current_step:int;work_mode:str,typed (nested dict/Any may remain),health-state-assessment-service,health-state-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
health-state-assessment-service,Constraints,health-state-assessment-service/app/models/tool_context.py:22,Pydantic model,max_time_seconds:int;max_cost:float;risk_level_limit:Optional[str],typed (nested dict/Any may remain),health-state-assessment-service,health-state-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
health-state-assessment-service,ToolContext,health-state-assessment-service/app/models/tool_context.py:29,Pydantic model,"trace_id:str;cdp_reference:CdpReference;agent_state_summary:AgentStateSummary;constraints:Constraints;call_params:Dict[str, Any]",typed (nested dict/Any may remain),HTTP caller or agent,health-state-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,YES,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
health-state-assessment-service,Evidence,health-state-assessment-service/app/models/tool_result.py:9,Pydantic model,source:str;reference:str;strength:str;affected_direction:Optional[str];evidence_direction:Optional[str];evidence_name:Optional[str],typed (nested dict/Any may remain),health-state-assessment-service,health-state-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
health-state-assessment-service,Quality,health-state-assessment-service/app/models/tool_result.py:19,Pydantic model,confidence:float;completeness:float;accuracy:Optional[float],typed (nested dict/Any may remain),health-state-assessment-service,health-state-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
health-state-assessment-service,SuggestedWrite,health-state-assessment-service/app/models/tool_result.py:26,Pydantic model,field_path:str;value:Any;reason:str,typed (nested dict/Any may remain),health-state-assessment-service,health-state-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,suggested only,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
health-state-assessment-service,ErrorInfo,health-state-assessment-service/app/models/tool_result.py:33,Pydantic model,"error_type:str;error_message:str;error_details:Dict[str, Any]",typed (nested dict/Any may remain),health-state-assessment-service,health-state-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
health-state-assessment-service,ToolResult,health-state-assessment-service/app/models/tool_result.py:40,Pydantic model,"trace_id:str;tool_id:str;status:str;payload:Dict[str, Any];evidence:List[Evidence];quality:Quality;suggested_writes:List[SuggestedWrite];errors:List[ErrorInfo];duration_ms:int;metadata:Dict[str, Any]",typed (nested dict/Any may remain),health-state-assessment-service,HTTP caller or agent,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,suggested only,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
knowledge-management-service,Settings,knowledge-management-service/app/config/settings.py:8,Pydantic model,app_name:str;app_version:str;host:str;port:int;neo4j_uri:str;neo4j_user:str;neo4j_password:str;neo4j_max_connection_lifetime:int;neo4j_max_connection_pool_size:int;neo4j_connection_timeout:int;data_dir:str;source_dir:str;processed_dir:str;log_level:str;log_file:str,typed (nested dict/Any may remain),environment/config,knowledge-management-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
knowledge-management-service,ImportTask,knowledge-management-service/app/models/import_task.py:10,Pydantic model,"task_id:str;task_type:str;item_type:str;status:TaskStatus;file_path:str;options:Optional[Dict[str, Any]];progress:float;message:str;result:Optional[Dict[str, Any]];created_at:datetime;updated_at:datetime;completed_at:Optional[datetime]",typed (nested dict/Any may remain),knowledge-management-service,knowledge-management-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
knowledge-management-service,ImportRequest,knowledge-management-service/app/models/request.py:8,Pydantic model,"file_path:str;options:Optional[Dict[str, Any]]",typed (nested dict/Any may remain),HTTP caller or agent,knowledge-management-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
knowledge-management-service,ValidationRequest,knowledge-management-service/app/models/request.py:14,Pydantic model,item_type:str;item_id:Optional[str];validation_rules:Optional[List[str]],typed (nested dict/Any may remain),HTTP caller or agent,knowledge-management-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
knowledge-management-service,CleanRequest,knowledge-management-service/app/models/request.py:21,Pydantic model,"data_type:str;clean_options:Optional[Dict[str, Any]]",typed (nested dict/Any may remain),HTTP caller or agent,knowledge-management-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
knowledge-management-service,ImportResult,knowledge-management-service/app/models/response.py:18,Pydantic model,task_id:str;status:TaskStatus;message:str;imported_count:Optional[int];failed_count:Optional[int];errors:Optional[List[str]];created_at:datetime;completed_at:Optional[datetime],typed (nested dict/Any may remain),knowledge-management-service,knowledge-management-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
knowledge-management-service,ValidationResult,knowledge-management-service/app/models/response.py:30,Pydantic model,"is_valid:bool;errors:List[str];warnings:List[str];details:Optional[Dict[str, Any]]",typed (nested dict/Any may remain),knowledge-management-service,knowledge-management-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
knowledge-management-service,TaskStatusResponse,knowledge-management-service/app/models/response.py:38,Pydantic model,"task_id:str;status:TaskStatus;progress:float;message:str;result:Optional[Dict[str, Any]];created_at:datetime;updated_at:datetime",typed (nested dict/Any may remain),knowledge-management-service,HTTP caller or agent,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
risk-assessment-service,Settings,risk-assessment-service/app/config/settings.py:8,Pydantic model,service_name:str;service_port:int;database_url:str,typed (nested dict/Any may remain),environment/config,risk-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
risk-assessment-service,RiskAssessmentRequest,risk-assessment-service/app/models/request.py:8,Pydantic model,"cdpId:Optional[str];cdp:Optional[Dict[str, Any]];patient_state:Optional[Dict[str, Any]];ddx:Optional[List[Dict[str, Any]]]",typed (nested dict/Any may remain),HTTP caller or agent,risk-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
risk-assessment-service,TriageRequest,risk-assessment-service/app/models/request.py:20,Pydantic model,"patient_state:Dict[str, Any];ddx:List[Dict[str, Any]]",typed (nested dict/Any may remain),HTTP caller or agent,risk-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
risk-assessment-service,UpgradeRulesRequest,risk-assessment-service/app/models/request.py:26,Pydantic model,"risk_level:str;patient_state:Dict[str, Any]",typed (nested dict/Any may remain),HTTP caller or agent,risk-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
risk-assessment-service,ConclusionPackageRequest,risk-assessment-service/app/models/request.py:32,Pydantic model,"cdpId:str;three_layer_result:Dict[str, Any];evidence_analysis:Optional[Dict[str, Any]];risk_level:Optional[str]",typed (nested dict/Any may remain),HTTP caller or agent,risk-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
risk-assessment-service,RedFlag,risk-assessment-service/app/models/response.py:8,Pydantic model,type:str;description:str;risk:str,typed (nested dict/Any may remain),risk-assessment-service,risk-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
risk-assessment-service,ReviewPlan,risk-assessment-service/app/models/response.py:15,Pydantic model,reviewTimeWindow:str;earlyReviewConditions:List[str];upgradeConditions:List[str],typed (nested dict/Any may remain),risk-assessment-service,risk-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
risk-assessment-service,RiskAssessmentResponse,risk-assessment-service/app/models/response.py:22,Pydantic model,cdpId:Optional[str];riskLevel:str;severity:str;urgency:str;redFlags:List[RedFlag];reviewPlan:ReviewPlan,typed (nested dict/Any may remain),risk-assessment-service,HTTP caller or agent,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
risk-assessment-service,TriageResponse,risk-assessment-service/app/models/response.py:32,Pydantic model,risk_level:str;urgency:str;triage_level:str;red_flags:List[RedFlag];risk_factors:List[str],typed (nested dict/Any may remain),risk-assessment-service,HTTP caller or agent,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
risk-assessment-service,UpgradeRulesResponse,risk-assessment-service/app/models/response.py:41,Pydantic model,upgrade_conditions:List[str];review_time_window:str;early_review_conditions:List[str],typed (nested dict/Any may remain),risk-assessment-service,HTTP caller or agent,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
risk-assessment-service,ConclusionPackageResponse,risk-assessment-service/app/models/response.py:48,Pydantic model,"conclusion:Dict[str, Any];must_exclude_status:Dict[str, Any];key_evidence:List[Dict[str, Any]];action_and_follow_up:Dict[str, Any]",typed (nested dict/Any may remain),risk-assessment-service,HTTP caller or agent,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
risk-assessment-service,CdpReference,risk-assessment-service/app/models/tool_context.py:9,Pydantic model,cdp_id:str;version:int;read_fields:List[str],typed (nested dict/Any may remain),risk-assessment-service,risk-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,YES,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
risk-assessment-service,AgentStateSummary,risk-assessment-service/app/models/tool_context.py:16,Pydantic model,current_step:int;work_mode:str,typed (nested dict/Any may remain),risk-assessment-service,risk-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
risk-assessment-service,Constraints,risk-assessment-service/app/models/tool_context.py:22,Pydantic model,max_time_seconds:int;max_cost:float;risk_level_limit:Optional[str],typed (nested dict/Any may remain),risk-assessment-service,risk-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
risk-assessment-service,ToolContext,risk-assessment-service/app/models/tool_context.py:29,Pydantic model,"trace_id:str;cdp_reference:CdpReference;agent_state_summary:AgentStateSummary;constraints:Constraints;call_params:Dict[str, Any]",typed (nested dict/Any may remain),HTTP caller or agent,risk-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,YES,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
risk-assessment-service,Evidence,risk-assessment-service/app/models/tool_result.py:9,Pydantic model,source:str;reference:str;strength:str;affected_direction:Optional[str];evidence_direction:Optional[str];evidence_name:Optional[str],typed (nested dict/Any may remain),risk-assessment-service,risk-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
risk-assessment-service,Quality,risk-assessment-service/app/models/tool_result.py:19,Pydantic model,confidence:float;completeness:float;accuracy:Optional[float],typed (nested dict/Any may remain),risk-assessment-service,risk-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
risk-assessment-service,SuggestedWrite,risk-assessment-service/app/models/tool_result.py:26,Pydantic model,field_path:str;value:Any;reason:str,typed (nested dict/Any may remain),risk-assessment-service,risk-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,suggested only,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
risk-assessment-service,ErrorInfo,risk-assessment-service/app/models/tool_result.py:33,Pydantic model,"error_type:str;error_message:str;error_details:Dict[str, Any]",typed (nested dict/Any may remain),risk-assessment-service,risk-assessment-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
risk-assessment-service,ToolResult,risk-assessment-service/app/models/tool_result.py:40,Pydantic model,"trace_id:str;tool_id:str;status:str;payload:Dict[str, Any];evidence:List[Evidence];quality:Quality;suggested_writes:List[SuggestedWrite];errors:List[ErrorInfo];duration_ms:int;metadata:Dict[str, Any]",typed (nested dict/Any may remain),risk-assessment-service,HTTP caller or agent,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,suggested only,CODE_CONFIRMED,Shared Contracts v1,Repeated names across services are separate source copies; camelCase and snake_case coexist
treatment-engine-service,Settings,treatment-engine-service/app/config/settings.py:8,Pydantic model,service_name:str;service_port:int;database_url:str,typed (nested dict/Any may remain),environment/config,treatment-engine-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
treatment-engine-service,TreatmentPlanRequest,treatment-engine-service/app/models/request.py:8,Pydantic model,"cdpId:Optional[str];cdp:Optional[Dict[str, Any]];ddx:list;patient_state:Dict[str, Any]",typed (nested dict/Any may remain),HTTP caller or agent,treatment-engine-service,NO,Pydantic; version varies by service,model-specific; often exception handlers or fallback dictionaries,possible,NO,CODE_CONFIRMED,EVALUATE,Repeated names across services are separate source copies; camelCase and snake_case coexist
